group_id,dhatus,karaka,citation,source
10,दल् स्फुट् फल् शद् द्राड् ध्राड् सद्,hetu,दलति न सा हृदि विरहभरेण ।,गीतगोविन्दम् ७.३५
10,दल् स्फुट् फल् शद् द्राड् ध्राड् सद्,hetu,ज्वलति पवनवृद्धः पर्वतानां दरीषु स्फुटति पटुनिनादैः शुष्कवंशस्थलीषु ।,ऋतुसंहारम् १.२५
10,दल् स्फुट् फल् शद् द्राड् ध्राड् सद्,anya,दन्तो दलति कष्टेन जिह्वा गिलति लीलया ।,सुभाषितम्
10,दल् स्फुट् फल् शद् द्राड् ध्राड् सद्,anya,गतांस्तांश्च दिवसान् न जाने को हेतुर्दलतिशतधा यन् न हृदयम् ।,"अमरुशतकम्, १.३८.२"
11,लिश् कृश् ह्रस् चुण्ड्,kartṛ,अन्यूनानतिरिक्तात्मा वर्धन्त्यापो ह्रसन्ति च ।,"मत्स्यपुराणम्, १२३.३३.१"
11,लिश् कृश् ह्रस् चुण्ड्,kartṛ,मांसान्येव मेद्यतो मेद्यन्ति मांसानि कृश्यतः कृश्यन्ति ।,"शतपथब्राह्मणम्, ११.१.६.३४."
11,लिश् कृश् ह्रस् चुण्ड्,adhikaraṇa,कलहेषु च सज्जन्ते स्वधर्मेषु ह्रसन्ति च ।,"मत्स्यपुराणम्, १३१.४१"
11,लिश् कृश् ह्रस् चुण्ड्,adhikaraṇa,तपः सत्यं दया दानेष्वर्धं ह्रसति द्वापरे ।,"भागवतम्, १२.३.२२."
11,लिश् कृश् ह्रस् चुण्ड्,anya,कृते त्रेतादिषु ह्येषां आयुर्ह्रसति पादशः ।,मनुसम्तिः १.८३
11,लिश् कृश् ह्रस् चुण्ड्,anya,आयुषोऽतिप्रवृद्धस्य भार्यार्थेऽर्धं ह्रसत्विति ।,"महाभारतम्, १.९.१६.२"
12,दी जै दस् तस् क्षै सै,kartṛ,"ननु देहोऽजायत, अस्ति, वर्धते, विपरिणमते, अपक्षीयते, विनश्यतीति यास्कमुनिवाक्यमेतत्सूत्रमूलं किं न स्यादत आह-यास्केति ।",ब्रह्मसूत्रशाङ्करभाष्यम्
12,दी जै दस् तस् क्षै सै,anya,"न अपक्षीयते स्वरूपेण, निरवयवत्वात् | नापि गुण-क्षयेण अपक्षयः, निर्गुणत्वात् |","गीता, शाङ्करभाष्यम्, २.२०"
13,रिष्,kartṛ,स्त्री विनश्यति गर्वेण ।,"स्कान्दपुराणम्, १८१.१६"
13,रिष्,kartṛ,विलीयन्ते तदा क्लेशाः संसुप्तस्येव कृत्स्नशः ।,"भागवतम्, ३.७.१३.२"
13,रिष्,kartṛ,अनाहारो हि निर्वाति निरिन्धन इवानलः ।,"सौन्दरनन्दम्, १४.८"
13,रिष्,kartṛ,एषा विपद्याम्यहमल्पभाग्या महार्णवे नौरिव मूढवाता ।,"रामायणम्, ५.२८.८"
13,रिष्,kartṛ,देहः प्रध्वंसते वायं किं ततोऽस्यातिशिष्यते ।,आनन्दतीर्थ-ब्रह्मसूत्रानुव्याख्यानम् १.४.११७
13,रिष्,karman,-,
13,रिष्,karaṇa,-,
13,रिष्,sampradāna,-,
13,रिष्,apādāna,-,
13,रिष्,adhikaraṇa,अयुक्तबुद्धिर्गुणदोषनिश्चये विपन्नराज्यो नचिराद् विपत्स्यते ।,"रामायणम्, ३.३.१.२३"
13,रिष्,adhikaraṇa,यस्मिन्निदं यतश्चेदं तिष्ठत्यप्येति जायते ।,"भागवतम्, ६.१६.२२"
13,रिष्,adhikaraṇa,निरञ्जने विलीयेते निश्चितं चित्तमारुतौ ।,"हठयोगप्रदीपिका, चतुर्थोपदेशः, १०५.२"
13,रिष्,adhikaraṇa,अन्यक्षेत्रे कृतं पापं पुण्यक्षेत्रे विनश्यति ।,"स्कान्दपुराणम्, रेवाखण्डः, ८.६९"
13,रिष्,hetu,विषं नॄणां विनश्येत्तु एतेषां भक्षणाच्छिव ।,"गरुडपुराणम्, १.१९१.१६"
13,रिष्,hetu,यथा तेन विपद्येरन्नापि न क्षुद्रजन्तवः ।,"अष्टाङ्गहृदयसंहिता, सूत्र. ७.१८.२"
13,रिष्,hetu,"अवृत्त्यैव विपत्स्यामो वयं राष्ट्रात् प्रवासिताः । महाभारतम्, ५.१३१.२६",
13,रिष्,hetu,लीने स्वात्मनः सर्वमयत्वादात्मन्यानात्मभावो विलीयते इति अतो घूर्णिः महाव्याप्त्युदयात् ।,तन्त्त्रसारः ५.२०.०
13,रिष्,hetu,अहोरात्रकृतं पापं श्रवणादेव नश्यति | संवत्सरकृतं पापं पठनात् एव नश्यति ।,भारतसावित्री ९४
13,रिष्,anya,अयुक्तबुद्धिर्गुणदोषनिश्चये विपन्नराज्यो न चिराद् विपत्स्यते  ।,"रामायणम्, ३.३१.२३"
14,मृ,kartṛ,विकालेन गृहीतोऽसि यः परैति स जीवति ।,पञ्चतन्त्रम् ५.८३
14,मृ,kartṛ,न म्रियेयुर्न जीर्येयुः सर्वे स्युः सार्वकामिकाः ।,"महाभारतम्, ३.२००.१९"
14,मृ,kartṛ,यत्रोपरमते चित्तं निरुद्धं योगसेवया ।,"महाभारतम्, ६.२८.२०.१"
14,मृ,kartṛ,मनस्वी म्रियते कामं कार्पण्यं न तु गच्छति ।,"हितोपदेशः, २.१२५"
14,मृ,karman,स सप्तकृत्वश्च परैति लोकान् संहारविक्षेपकृतप्रवासः ।,वृत्रगीता ४९
14,मृ,karman,अन्नं प्रयन्त्यभिसंविशान्त ।,तैत्तिरीयोपनिषत् ३.२.१.
14,मृ,adhikaraṇa,याज्ञवल्क्येति होवाच यत्रायं पुरुषो म्रियते ।,बृहदारण्यकोपनिषत् ३.२.१२
14,मृ,hetu,वायुना म्रियते नापि खे च गतिप्रदायिनी ।,घेरण्डसंहिता ३.७८.२ (?) करणं हेतुः?
14,मृ,hetu,म्रियते वामरो भ्रान्त्या यथाग्निर्दारुसंयुतः ।,भागवतम्. ११.२२.४५
14,मृ,hetu,पुत्रं विना मरिष्यावस्त्वं च शोकान्मरिष्यसि ।,"अग्निपुराणम्, ६.३९.२"
14,मृ,hetu,स तेन कर्मणा प्रैति प्रजापतिसलोकताम् ।,"महाभारतम्, ३.१३३८५. (पीवीजी)"
14,मृ,hetu,यत्रोपरमते चित्तं निरुद्धं योगसेवया ।,"महाभारतम्, ६.२८.२०.१"
14,मृ,hetu,येन मे न मरेद्भर्ता येन सत्यं मुनेर्वचः ।,"स्कान्दपुराणम्, रेवाखण्डः १७२.२८.२"
14,मृ,anya,गृहीतेऽस्मिन्व्रते देव यद्यपूर्णे म्रियाम्यहम् ।,"गरुडपुराणम्, १.१२१.३.१ (सतिसप्तमी)"
15,शम्,kartṛ,यदा वाग्निरुद्वायति वायुमेवाप्येति ।,"छान्दोग्योपनिषद्, ४.३.१.२"
15,शम्,kartṛ,त्वयि दृष्ट एव तस्या निर्वाति मनो मनोभवज्वलितम् ।,"काव्यप्रकाशः, १०.४५५"
15,शम्,karman,करणम्- सचन्दनाम्भःकणकोमलैस्तथा वपुर्जलार्द्रापवनैर्न निर्ववौ ।,शिशुपालवधम् १.६६
15,शम्,karman,न निर्वासि निर्वाणेन निर्वाणं त्वयि संस्थितम् ।,"सद्धर्मलङ्कावतारसूत्रम्, २.७.१"
15,शम्,adhikaraṇa,भवं परीक्षेत न संसारे नापि निर्वायात् ।,"सद्धर्मलङ्कावतारसूत्रम्, २.१४९.३"
16,स्फुर्,kartṛ,आविर्भवाम्यत्र नद्यां सर्वपापहरा नृणाम् ।,"गोकर्णपुराणसारः, ११.७७.१"
16,स्फुर्,kartṛ,महाभूतादि वृत्तौजाः प्रादुरासीत्तमोनुदः ।,"मनुस्मृतिः, १.६"
16,स्फुर्,kartṛ,आहूतः प्रादुरभवत्कचः शुक्रं ननाम सः ।,"मत्स्यपुराणम्, २५.३७.१"
16,स्फुर्,kartṛ,नयनं चास्फुरद्वामं सव्यो बाहुरकम्पत ।,"रामायणम्, युद्ध, ८३.३४.१"
16,स्फुर्,kartṛ,त्वं पश्यसि तत्रैकस्त्वमेव प्रतिभाससे ।,"अष्टवक्रगीता, १५.१४.१"
16,स्फुर्,kartṛ,देहादिपञ्चकोशस्था या सत्ता प्रतिभासते  । सा सत्तात्मा न सन्देह इति वेदान्तडिण्डिमः ।,"वेदान्तडिण्डिमः, ५१"
16,स्फुर्,apādāna,आविर्बभूव पुरतस्तस्माल्लिङ्गादुमापतिः ।,"गोकर्णपुराणसारः, ६.६०.२"
16,स्फुर्,apādāna,ग्रन्थिस्फोटः स्पर्शदिव्यप्रहर्षो बिन्दुस्पन्दा नाभिकन्दात् स्फुरन्ति ।,"शाक्तविज्ञानम्, १.२४.२"
16,स्फुर्,adhikaraṇa,हृदये हि नरव्याघ्र शुभमाविर्भविष्यति ।,"रामायणम्, अरण्य, ७१.६.१"
16,स्फुर्,adhikaraṇa,कालः प्रादुरभूत् काले तडित्सौदामनी यथा ।,"भागवतम्, १.६.२८.२"
16,स्फुर्,adhikaraṇa,अर्जुनोरसि निर्भाति गदोल्केव महागिरौ ।,"रामायणम्, उत्तर, ३२.५६.२"
16,स्फुर्,adhikaraṇa,"परानन्दाभोगः स्फुरतु हृदि मे कोऽपिपुरुषः । हंसदूतम्, १.१.२",
16,स्फुर्,adhikaraṇa,काल एवं नित्येष्वप्याकाशादिषु काललिङ्गानि प्रतिभासेरन् ।,"वैशेषिकसूत्रवृत्तिः २.२.१०, १.०"
16,स्फुर्,tādarthya,शं करोतीति शंकरः तस्यायं शांकरः दुःखोपशमायायं प्रादुर्भवतीतितात्पर्यार्थः ।,"मुग्धावबोधिनी, १.५.२, ३.०"
16,स्फुर्,hetu,"तथा दुर्वृत्तितस्तेषां फलमाविर्भवेन् नृणाम् । स्कान्दपुराणम्, रेवाखण्डः, १९८.३३.२",
16,स्फुर्,hetu,प्राशनकर्तुर्मुखपद्मनीडात् प्रादुर्भूयन्त इत्यर्थः ।,"कादम्बरीस्वीकरणसूत्रमञ्जरी व्याख्या, ७.१. ४.०"
16,स्फुर्,anya,आलोक्य कर्दमतपो भगवान् विभूत्यै संशुद्धदिव्यवपुषाविरभूत् सशुक्लः ।,"सात्वततन्त्रम्, २, ८.१"
16,स्फुर्,anya,तस्य तस्मिन् प्रहरणे पुनः प्रादुर्भवाम्यहम् ।,"महाभारतम्, १४.१३.१२.३ (सतिसप्तमी)"
16,स्फुर्,anya,श्वो वा परश्वो वा मन्ये प्रादुर्भविष्यति ।,"महाभारतम्, ४.६४.३२.३"
16,स्फुर्,anya,सर्वार्थेष्वमीमांस्ये ताभ्यां धर्मो हि निर्बभौ ।,"मनुस्मृतिः, २.१०.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम्‌ ।,"गीता, २.१९"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,गुणी गुणं वेत्ति न वेत्ति निर्गुणो बली ।,सुभाषितम्
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,न कश्चिदपि जानाति किं कस्य श्वो भविष्यति ।,सुभाषितम्
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,अबुद्धिपूर्वको विप्रा ब्राह्मीं सृष्टिं निबोधत ।,"कूर्मपुराणम्, १.४.६५.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,तत् ते बुद्धिव्यभीचारम् उपलप्स्यन्ति पाण्डवाः ।,"महाभारतम्, ७.६२.७.१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,परोऽपि मनुते ऽनर्थं तत्कृतं चाभिपद्यते ।,"भागवतम्, १.७.५.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,स्वामेध्यमयमेव त्वं तं नावैषीति विस्मयः ।,"बोधिचर्यावतारः, ८.५६.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,kartṛ,ते पृथग्दर्शनास्तस्य संविदन्ति तथैकताम् ।,"महाभारतम्, १२.२७१.२८.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,मम प्रतिज्ञां चनिबोध सत्यां वृणे धर्मममृताज्जीविताच्च।,"महाभारतम्, ३.३५.२१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,न बुबोध हि तं राजा मौनव्रतधरं मुनिम् ।,"महाभारतम्, १.४५.२६"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,संवत्सरानृतून्मासान्न बुबोध बहून्गतान् ।,"महाभारतम्, १.९२.४२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,अद्य जानातु कौन्तेयं समर्थं सर्वधन्विनाम् ।,"महाभारतम्, ९.१८.१६"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम्‌ ।,गीता २.१९
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,अस्मि तथा देवि यथा मामवगच्छसि।,"रामायणम्, सुन्दर. ३२.३९.१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,बहु मनुते ननु ते तनुसंगतपवनचलितमपि रेणुम् ।,"गीतगोविन्दम्, ५.१५.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karman,यो वा रसान्न संवेत्ति गतासुं तं प्रचक्षते ।,"सुश्रुतसंहिता, सू, ३०.१२.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karaṇa,तद्वयं निर्व्यलीकेन प्रतिपद्यामहे हृदा ।,"भागवतम्, ३.२१.५६.२ (?)हृदा"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,karaṇa,त्वमात्मनात्मानमवेह्यमोघदृक् परस्य पुंसः परमात्मनः कलाम् ।,"भागवतम्, १.५.२१.१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,sampradāna,-,
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,apādāna,-,
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,adhikaraṇa,वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम्‌ ।,"गीता, १८.२१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,adhikaraṇa,कर्मसु क्रियमाणेषु गुणैरात्मनि मन्यते ।,"भागवतम्, ३.२६.६"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,adhikaraṇa,अद्यार्जुनधनुर्घोषं घोरं जानातु संयुगे ।,"महाभारतम्, ९.१८.१८"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,adhikaraṇa,पितरावपि तावन्मां न संविदाते ।,"दशकुमारचरितम्, २.३.३३.१"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,उपभोक्तुं न जानाति श्रियं प्राप्यापि मानवः ।,सुभाषितम्
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,अहंकारविमूढात्मा कर्ताहमिति मन्यते ।,गीता ३.२७
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,आत्मौपम्येन यो वेत्ति दुर्जनं सत्यवादिनम् ।,हितोपदेशः २१.५८
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्वतः ।,गीता ४.९
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,एकैकशो युगानां तु क्रमशस् तन् निबोधत ।,"मनुस्मृतिः, १.६८.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,अनया त्ववगच्छामि देशस्य सुखवत्तया ।,"रामायणम्, बाल, २७.१७.२"
17,विद् ज्ञा बुध् चित् मन् पण्ड् चित् मन् विद् अञ्च् मान्,anya,इति साधारितं मोहादन्यथैवावगच्छति ।,"काव्यालङ्कारः, ४.३४.१"
18,मनस्,kartṛ,स यदा मनसा मनस्यति मन्त्रान् अधीयीयेत्यथाधीते ।,"छान्दोग्योपनिषद्, ७.३.१.३"
18,मनस्,karman,स यदा मनसा मनस्यति मन्त्रान् अधीयीयेत्यथाधीते ।,"छान्दोग्योपनिषद्, ७.३.१.३"
18,मनस्,karaṇa,स यदा मनसा मनस्यति मन्त्रान् अधीयीयेत्यथाधीते ।,"छान्दोग्योपनिषद्, ७.३.१.३"
19,भ्रम्,kartṛ,तावज्जीवो भ्रमत्येव यावत्तत्त्वं न विन्दति ।,"गोरक्षशतक, १.२४.२"
19,भ्रम्,kartṛ,यस्या वाक्यं विपर्येति सा दासी स्यान्मयोदितम् ।,"ब्रह्मपुराणम्, १५९.८"
19,भ्रम्,kartṛ,यथा न विभ्रमेत्सेना तथा नीतिर्विधीयताम् ।,"महाभारतम्, ४.४२.२२.२"
19,भ्रम्,kartṛ,शीलमस्य व्यावर्तते भक्तिर्विपर्यस्यते ।,"चरक, शारीर, ३.१३.१"
19,भ्रम्,kartṛ,दैवेनोपहतस्य बुद्धिरथवा पूर्वं विपर्यस्यति।,"मुद्राराक्षसम्, ६.११."
19,भ्रम्,karman,अकर्मकः,
19,भ्रम्,adhikaraṇa,एषोऽहमन्योऽयमिति भ्रमेण दुरन्तपारे तमसि भ्रमन्ति ।,भागवतम्. ११.२३.५०
19,भ्रम्,adhikaraṇa,सुखं लोके विपर्येति मनश्चास्य प्रसीदति ।,"महाभारतम्, १२.२१३.५.२"
19,भ्रम्,adhikaraṇa,पुरा च विभ्रमन्ति ते दिशो महाभयागमे ।,"महाभारतम्, १२.३०९.३७.२"
19,भ्रम्,adhikaraṇa,आस्रावयेच्चोपचितान्विपर्यस्येच्च कर्मसु ।,"अर्थशास्त्रम्, २.९.३५.१"
19,भ्रम्,hetu,एषोऽहमन्योऽयमिति भ्रमेण दुरन्तपारे तमसि भ्रमन्ति ।,भागवतम्. ११.२३.५०
19,भ्रम्,hetu,विशाले शैले च भ्रमति कुसुमार्थं जडमतिः ।,शिवानन्दलहरी ९
19,भ्रम्,hetu,यावत्ते मायया स्पृष्टा भ्रमाम इह कर्मभिः ।,"भागवतम्, ४.३०.३३."
19,भ्रम्,hetu,वृत्तपरिधौ ग्रहास्ते मध्यमचारात् भ्रमन्ति एवम् ।,"आर्यभटीयम्, ३.१९"
19,भ्रम्,hetu,क्वचिदुद्भ्रमते वेगात्क्वचिद्विभ्रमते बलात् ।,"रामायणम्, अरण्य, ५८.३३.१ (?)"
19,भ्रम्,hetu,यस्माल्लौकिक्यपि प्रकृतिर्न विपर्येति ।,"माणडूक्योपनिषद्कारिका, ४.९"
20,,kartṛ,तावत्सर्वाणि शास्त्राणि विवदन्ति परस्परम् ।,"शिवपुराणम्, १.२.७"
20,,kartṛ,मिथ्यावृत्तिरनार्यः सन्नद्य विप्रतिपद्यसे ।,"महाभारतम्, ५.१२६.१७.२"
20,,kartṛ,यथा ताः प्रजा विप्रतिपद्यन्ते तत्किं वेत्थेत्यर्थः। नेति होवाचेतरः।,बृहदारण्यकोपनिषद् ६.२.२
20,,karman,न च तान्विवदेत् धीमानाक्रुष्टश्चापि तैः सदा ।,"मार्कण्डेयपुराणम्, ३४.९३."
20,,adhikaraṇa,एकालाभे वित्तं विसृजेत् । [...] प्रज्ञायां तु बान्धवे च विवदन्ते ।,वाराहगृह्यसूत्रम् १०.६
20,,adhikaraṇa,सप्रयोजनता तेषां स्वप्ने विप्रतिपद्यते ।,माण्डूक्योपनिषत् २.७
20,,adhikaraṇa,येषु विप्रतिपद्यन्ते षट्सु (पञ्चस्विन्द्रियेषु मनसि च) मोहात्फलागमे ।,"महाभारतम्, ३.१३९.४६."
20,,hetu,प्रतिपद्य गुरुं यस्तु मोहाद्विप्रतिपद्यते ।,"वराहपुराणम्, ५०.१९"
21,,kartṛ,ज्ञातसारोऽपि खल्वेकः सन्दिग्धे कार्यवस्तुनि ।,शिशुपालवधम् २.१२
21,,adhikaraṇa,सन्दिग्धे परलोकेऽपि वरं श्रुतिपथाश्रयः ।,श्रीयोगवासिष्ठ-महारामायण ३७
21,,adhikaraṇa,यस्मिन्निदं विचिकित्सन्ति मृत्यो यत्साम्पराये महति ब्रूहि नस्तत् ।,कठोपनिषद् १.१.२९
21,,hetu,नियुक्तस्तत्प्रमाथाय स्त्रैणेन विचिकित्सति  ।,शृङ्गारप्रकाशः ५०
21,,anya,सन्दिग्धे हेतुवचनाद् व्यस्तो हेतोरनाश्रय: ।,प्रमाणवार्त्तिकम् ९१ (?)
21,,anya,अनेको ह्येकतां प्राप्य संशेते प्रलयाय वै । ।,"गरुडपुराणम्, ३.२.७"
21,,anya,सर्व भूतेषु चात्मानं ततो न विचिकित्सति ।,ईशावास्योपनिषद् ६ (?)
22,ऊह् मान् स्यम् विद्,kartṛ,एवं विचार्य बहुशो वार्ष्णेयः पर्यचिन्तयत् ।,"महाभारतम्, ३.६९.३२.१"
22,ऊह् मान् स्यम् विद्,kartṛ,मादृशां हि न वाक्यानि विमृशन्ति भवादृशाः ।,"बृहत्कथाश्लोकसंग्रहः, १.७०.२"
22,ऊह् मान् स्यम् विद्,kartṛ,गोत्रमात्रविदो राजा निवासं समपृच्छत ।,"महाभारतम्, १२.१६५.३.२"
22,ऊह् मान् स्यम् विद्,karman,योऽधीत्य विधिवद् वेदं वेदार्थं न विचारयेत् ।,"कूर्मपुराणम्, २.१४.८४.१"
22,ऊह् मान् स्यम् विद्,karman,एकोऽर्थं विमृशेदेको धर्मे प्रकुरुते मनः ।,"रामायणम्, युद्ध ६.९.१"
22,ऊह् मान् स्यम् विद्,karman,पाण्डवाः सर्वकार्याणि संपृच्छन्ति स्म तं नृपम् ।,"महाभारतम्, १५.१.६.१"
22,ऊह् मान् स्यम् विद्,karman,दृष्ट्वा तांश्चैवार्हतश्चापि सर्वान् संपृच्छेथाः कुशलं चाव्ययं च ।,"महाभारतम्, ५.३०.४३.२"
22,ऊह् मान् स्यम् विद्,karman,क्षेमंकराणि कार्याणि पर्यालोचयतां ततः ।,"भट्टिकाव्यम्, ६.१०५.२"
22,ऊह् मान् स्यम् विद्,karaṇa,प्रस्ताववीर्यरसयोगवशादमुष्य बुद्ध्या विमृश्य भिषजां च धृतिर्विधेया ।,"राजनिघण्टुः, ८.२"
22,ऊह् मान् स्यम् विद्,karaṇa,प्रसमीक्ष्य महासुरेशकालं मनसा चापि विचार्य दुर्विसह्यम् ।,"स्कान्दपुराणम्, ८.३७.१"
22,ऊह् मान् स्यम् विद्,adhikaraṇa,विचार्य सर्वतो दृष्टिं कानने काननप्रियः ।,"रामायणम्, किष्किन्धा, १४.२.१"
22,ऊह् मान् स्यम् विद्,adhikaraṇa,असक्तो भयतो यस्तु विषयेषु विचार्य च ।,"लिङ्गपुराणम्, १.१०.२४.२"
22,ऊह् मान् स्यम् विद्,adhikaraṇa,राम षड्युक्तयो लोके याभिः सर्वं विमृश्यते ।,"रामायणम्, आरण्य, ६८.८.१"
22,ऊह् मान् स्यम् विद्,hetu,विचार्यम् उपपत्त्यनुपपत्तिभ्यां यद्विमृश्यते ।,"आयुर्वेददीपिका, चरक, शारीर, १.२१.२, ३.० (?)"
22,ऊह् मान् स्यम् विद्,hetu,तत्त्वान्यनेन विमृशामि यथा तथापि पारक्यमित्यवसितो विचराम्यसङ्गः ।,"भागवतम्, ११.९.२५.२"
22,ऊह् मान् स्यम् विद्,anya,उत्तमेषु च सर्वेषु साहसेषु विचारयेत् ।,"कात्यायनस्मृतिः, १.२३१.१"
23,रग् रेक् शङ्क्,kartṛ,सर्वतः शङ्कते स्तेनो मृगो ग्राममिवेयिवान् ।,"महाभारतम्, १२.२६५.१६"
23,रग् रेक् शङ्क्,karman,हिते प्रयतमानं मां शङ्केद् दुर्योधनो यदि ।,"महाभारतम्, ५.९१.१४.१"
23,रग् रेक् शङ्क्,adhikaraṇa,शत्रुत्वं शङ्कते मित्रे कलङ्कमलिनं मनः. मदाविष्टमतिर्जन्तुः भ्रमत्पश्यति भूतलं |,
23,रग् रेक् शङ्क्,hetu,जात्यन्तराच्च शङ्कते ।,"मीमांसा, ४.२.२"
23,रग् रेक् शङ्क्,anya,बहुशः संपतन्तीं त्वां जनः शङ्केत दोषतः ।,"महाभारतम्, ३.७३.२८.१"
24,,kartṛ,त्वरितः काम्यके पार्थान् समभावयदच्युतः ।,"महाभारतम्, ३.४८.१२.२"
24,,kartṛ,प्रत्यर्थं सक्रमसंवेदनविशेषस्य परिणामित्वाभ्युपगमे सति स्मृतिर्नावकल्पते ।,"मृगेन्द्रटीका, विद्यापादः, ६.६.१.१.०"
24,,karman,यथा चात्मनि कल्याणं सम्भावयसि पाण्डव ।,"महाभारतम्, ५.७५.३.१"
24,,adhikaraṇa,सर्वं सम्भावयाम्यस्मिन्नसाध्यमपि साधयेत् ।,"महाभारतम्, १.२६.३७.२"
25,,kartṛ,विश्वासादुषिता पूर्वं नेदानीं विश्वसाम्यहम् ।,"महाभारतम्, १२.१३७.४४.२"
25,,karman,न विश्वसन्ति चान्योन्यं युगान्ते पर्युपस्थिते ।,"महाभारतम्, ३.१८८.३९.२"
25,,karman,परान्नं नैव भुञ्जीत परांश्चैव न विश्वसेत् ।,"रसार्णवः, २.१२५.२"
25,,adhikaraṇa,यो विश्वसति मित्रेषु न चाश्वसति शत्रुषु ।,"महाभारतम्, १२.१३६.१३६.१"
25,,adhikaraṇa,अविश्वास्ये विश्वसिषि मन्यसे चाध्रुवं ध्रुवम् ।,"महाभारतम्, १२.२२०.४४.१"
25,,hetu,त्वया सर्प इति ज्ञातं तस्मादाश्वस्यतामिति ।,"बृहत्कथाश्लोकसंग्रहः, १४.६९.२"
25,,anya,आत्मशीलानुमानेन न विश्वसिति कस्यचित् ।,"महाभारतम्, १२.१५८.८"
26,,kartṛ,"श्रेयश्च प्रेयश्च मनुष्यमेतस्तौ संपरीत्य विविनक्ति धीरः । कठोपनिषत्, ३",
26,,karman,एवं रूढिवक्रतां विवेच्य क्रमप्राप्तसमन्वयां पर्यायवक्रतां विविनक्ति ।,काव्यालङ्कारः २
26,,karman,विवेक्तुं नाहमिच्छामि त्वाकारं विदुरं प्रति ।,"महाभारतम्, १.१९३.२.३"
26,,karaṇa,बुद्ध्या विविनक्ति,
26,,apādāna,एवं महदादयोऽपि न प्रधानाद् विविच्यन्ते तदात्मकत्वात् ।,"सांख्यतत्त्वकौमुदी, ११.२.१.४"
26,,hetu,अणिमादिप्रेप्सया एवं विविच्यात् स्वं मुमुक्षया ।,तृप्तिदीपः २०८.२०१ सार्थपञ्चदश्याम्
26,,hetu,सौक्ष्म्याद्रसानाददानो विवेक्तुं नैव शक्यते ।,"सुश्रुतसंहिता, सू, ३५.२७.२"
26,,anya,विवेकधना गुरूपवेशानुशीलिनः सर्वत्र पाञ्चदश्यं प्रविभागेन विविञ्चते ।,"तन्त्रसारः, ९.३६.०"
