sentence_id	sent_id	chapter_id	n_tokens	target_idx	lemma_id	lemma	upos	cell	formation	form	unsandhied	corpus_freq	sentence_cloze	sentence_full	distractor_forms	n_distractors	drill_mode
4052	650297_2	10869	6	1	131805	śiras	NOUN	Nom.Sing		śiraḥ	śiraḥ	3351	___ vai etat yajñasya yat ātithyam	śiraḥ vai etat yajñasya yat ātithyam	śirasā|śirasi|śirasaḥ	3	mcq
10314	464340	7319	7	1	158020	labh	VERB	Pres.Opt.3.Sing.NonPass		labheta	labheta	3345	___ sāma dānābhyām kṛtyān ca para bhūmiṣu	labheta sāma dānābhyām kṛtyān ca para bhūmiṣu	labhate|lebhe|labhyate	3	mcq
35973	26977	308	7	3	158020	labh	VERB	Pres.Ind.3.Sing.NonPass		labhate	labhate	3345	tathā sa ___ śarma sarva pāvaka pāṭavam	tathā sa labhate śarma sarva pāvaka pāṭavam	labhet|lebhe|labhyate	3	mcq
37836	29033	2948	4	2	158020	labh	VERB	Pres.Ind.3.Sing.NonPass		labhate	labhate	3345	prayujyamānaṃ ___ pratyañjana samāhvayam	prayujyamānaṃ labhate pratyañjana samāhvayam	labhet|lebhe|labhyate	3	mcq
2332	484731	7692	7	1	71571	rudra	NOUN	Gen.Plur		rudrāṇāṃ	rudrāṇām	3336	___ ca śataṃ lakṣaṃ yair vyāptaṃ sacarācaraṃ	rudrāṇāṃ ca śataṃ lakṣaṃ yair vyāptaṃ sacarācaraṃ	rudraḥ|rudram|rudrāḥ	3	mcq
12540	687366	14363	5	2	71571	rudra	NOUN	Nom.Sing		rudraḥ	rudraḥ	3336	atithi ___ varuṇaḥ sadā ātithye	atithi rudraḥ varuṇaḥ sadā ātithye	rudram|rudrāḥ|rudrāya	3	mcq
13291	646282	11171	7	1	71571	rudra	NOUN	Nom.Sing		rudraḥ	rudraḥ	3336	___ śaravyayā tān amitrān no vi vidhyatu	rudraḥ śaravyayā tān amitrān no vi vidhyatu	rudram|rudrāḥ|rudrāya	3	mcq
1700	484099	7676	7	2	5937	agra	NOUN	Loc.Sing		agre	agre	3324	sītā ___ tāṃ hariṣyāmi anyathā maraṇaṃ tava	sītā agre tāṃ hariṣyāmi anyathā maraṇaṃ tava	agram|agraiḥ|agreṇa	3	mcq
2087	484486	7686	8	3	5937	agra	NOUN	Acc.Sing		agram	agram	3324	bhū sūci ___ na dāsyāmi yotsye saṃgrahaṇa udyataḥ	bhū sūci agram na dāsyāmi yotsye saṃgrahaṇa udyataḥ	agre|agraiḥ|agreṇa	3	mcq
2284	484683	7692	7	2	5937	agra	NOUN	Nom.Plur		agrāḥ	agrāḥ	3324	prācīna ___ kuśāḥ tasya pṛthivyāṃ yajato yataḥ	prācīna agrāḥ kuśāḥ tasya pṛthivyāṃ yajato yataḥ	agre|agram|agraiḥ	3	mcq
110	479381	7034	6	2	63664	indriya	NOUN	Nom.Sing		indriyam	indriyam	3315	duḥkha ___ yā kāyikī vedanā sukham	duḥkha indriyam yā kāyikī vedanā sukham	indriyāṇi|indriyāṇām|indriyaiḥ	3	mcq
120	479391	7034	9	9	63664	indriya	NOUN	Nom.Dual		indriye	indriye	3315	kāma āptam amalam hitvā rūpa āptam strī puṃs ___	kāma āptam amalam hitvā rūpa āptam strī puṃs indriye	indriyaḥ|indriyam|indriyāṇi	3	mcq
178	589936	9741	7	2	63664	indriya	NOUN	Nom.Plur		indriyāḥ	indriyāḥ	3315	eka ___ pṛthivī ambu tejas vāyu mahīruhaḥ	eka indriyāḥ pṛthivī ambu tejas vāyu mahīruhaḥ	indriyaḥ|indriyam|indriyāṇām	3	mcq
198	589956	9741	8	1	129336	gaṇa	NOUN	Nom.Plur		gaṇā	gaṇāḥ	3309	___ nava asya ṛṣi saṃghāḥ ekādaśa gaṇa adhipāḥ	gaṇā nava asya ṛṣi saṃghāḥ ekādaśa gaṇa adhipāḥ	gaṇaiḥ|gaṇaḥ|gaṇān	3	mcq
2559	485003	7281	7	3	129336	gaṇa	NOUN	Acc.Sing		gaṇam	gaṇam	3309	evaṃ vedhya ___ kṛtvā dakṣiṇena itareṇa ca	evaṃ vedhya gaṇam kṛtvā dakṣiṇena itareṇa ca	gaṇāḥ|gaṇaiḥ|gaṇaḥ	3	mcq
4120	650323_1	10891	7	1	129336	gaṇa	NOUN	Gen.Plur		gaṇānām	gaṇānām	3309	___ tvā gaṇa patim havāmahe iti brāhmaṇaspatyam	gaṇānām tvā gaṇa patim havāmahe iti brāhmaṇaspatyam	gaṇāḥ|gaṇaiḥ|gaṇaḥ	3	mcq
1257	555632	8248	9	2	89644	jñāna	NOUN	Ins.Sing		jñānena	jñānena	3290	tattva ___ na ucchedaḥ na ca śāśvata tā matā	tattva jñānena na ucchedaḥ na ca śāśvata tā matā	jñānam|jñāne|jñānāt	3	mcq
1263	555638	8248	8	1	89644	jñāna	NOUN	Loc.Sing		jñāne	jñāne	3290	___ sati yathā jñeyaṃ jñeye jñānaṃ tathā sati	jñāne sati yathā jñeyaṃ jñeye jñānaṃ tathā sati	jñānam|jñānena|jñānāt	3	mcq
10340	464366	7322	9	3	89644	jñāna	NOUN	Nom.Sing		jñānam	jñānam	3290	etan mantra ___ na etat mantra rakṣaṇam iti pārāśarāḥ	etan mantra jñānam na etat mantra rakṣaṇam iti pārāśarāḥ	jñānena|jñāne|jñānāt	3	mcq
737	590496	9744	7	1	48908	bhaya	NOUN	Nom.Sing		bhayaṃ	bhayam	3270	___ bhī bhītiḥ ātaṅkaḥ āśaṅkā sādhvasaṃ daraḥ	bhayaṃ bhī bhītiḥ ātaṅkaḥ āśaṅkā sādhvasaṃ daraḥ	bhayāt|bhaye|bhayena	3	mcq
844	506063	7429	7	4	48908	bhaya	NOUN	Ins.Sing		bhayena	bhayena	3270	bhūyas tva ādi ___ nūtanataraś cintāmaṇiḥ procyate	bhūyas tva ādi bhayena nūtanataraś cintāmaṇiḥ procyate	bhayam|bhayāt|bhaye	3	mcq
1306	18151	57	8	7	48908	bhaya	NOUN	Nom.Plur		bhayāni	bhayāni	3270	akāla mṛtyu sarpa agni śatru vyādhi ___ ca	akāla mṛtyu sarpa agni śatru vyādhi bhayāni ca	bhayam|bhayāt|bhaye	3	mcq
262	590020	9741	12	3	74765	varṣa	NOUN	Nom.Sing		varṣam	varṣam	3269	gandha ambu ___ bahu varṇa puṣpa vṛṣṭiḥ kaca śmaśru nakha a pravṛddhiḥ	gandha ambu varṣam bahu varṇa puṣpa vṛṣṭiḥ kaca śmaśru nakha a pravṛddhiḥ	varṣāṇi|varṣeṇa|varṣe	3	mcq
397	590155	9744	6	4	74765	varṣa	NOUN	Gen.Plur		varṣāṇām	varṣāṇām	3269	sā ekā sahasraiḥ ___ dvicatvāriṃśatyā ūnitā	sā ekā sahasraiḥ varṣāṇām dvicatvāriṃśatyā ūnitā	varṣāṇi|varṣam|varṣeṇa	3	mcq
451	590209	9744	7	1	74765	varṣa	NOUN	Nom.Plur		varṣāḥ	varṣāḥ	3269	___ tapātyayaḥ prāvṛṣ megha kāla āgamau kṣarī	varṣāḥ tapātyayaḥ prāvṛṣ megha kāla āgamau kṣarī	varṣāṇi|varṣam|varṣeṇa	3	mcq
7502	652815_1	12183	9	5	163009	pravac	VERB	Past.Ind.3.Sing.NonPass		provāca	provāca	3242	etam u ha eva ___ turaḥ kāvaṣeyaḥ janamejayāya pārikṣitāya	etam u ha eva provāca turaḥ kāvaṣeyaḥ janamejayāya pārikṣitāya	pravakṣyāmi|procyate|procuḥ	3	mcq
7504	652815_3	12183	10	5	163009	pravac	VERB	Past.Ind.3.Sing.NonPass		provāca	provāca	3242	etam u ha eva ___ agniḥ sanaśrutāya ariṃdamāya kratuvide jānakaye	etam u ha eva provāca agniḥ sanaśrutāya ariṃdamāya kratuvide jānakaye	pravakṣyāmi|procyate|procuḥ	3	mcq
7505	652815_4	12183	8	5	163009	pravac	VERB	Past.Ind.3.Sing.NonPass		provāca	provāca	3242	etam u ha eva ___ vasiṣṭhaḥ sudāse paijavanāya	etam u ha eva provāca vasiṣṭhaḥ sudāse paijavanāya	pravakṣyāmi|procyate|procuḥ	3	mcq
2052	484451	7686	7	1	2744	karṇa	NOUN	Nom.Sing		karṇaḥ	karṇaḥ	3228	___ kuntyāṃ hi kanyāyāṃ jāto duryodha āśritaḥ	karṇaḥ kuntyāṃ hi kanyāyāṃ jāto duryodha āśritaḥ	karṇam|karṇasya|karṇe	3	mcq
12940	687766	14438	8	2	2744	karṇa	NOUN	Ins.Plur		karṇebhiḥ	karṇebhiḥ	3228	bhadraṃ ___ śṛṇuyāma devā bhadraṃ paśyema akṣabhiḥ yajatrāḥ	bhadraṃ karṇebhiḥ śṛṇuyāma devā bhadraṃ paśyema akṣabhiḥ yajatrāḥ	karṇaḥ|karṇam|karṇasya	3	mcq
13755	646727_1	13214	9	2	2744	karṇa	NOUN	Dat.Sing		karṇāya	karṇāya	3228	śrut ___ kavaye vedyāya vacobhiḥ vākaiḥ upa yāmi rātim	śrut karṇāya kavaye vedyāya vacobhiḥ vākaiḥ upa yāmi rātim	karṇaḥ|karṇam|karṇasya	3	mcq
1902	484301	7683	8	5	166894	vipra	NOUN	Nom.Plur		viprā	viprāḥ	3191	iti uktvā te gatā ___ agastya ādyāḥ namaskṛtāḥ	iti uktvā te gatā viprā agastya ādyāḥ namaskṛtāḥ	vipraḥ|vipraiḥ|vipram	3	mcq
2554	484998	7281	8	4	166894	vipra	NOUN	Voc.Sing		vipra	vipraiḥ	3191	tasmin vedhya gate ___ dve vedhye dṛḍha saṃjñake	tasmin vedhya gate vipra dve vedhye dṛḍha saṃjñake	vipraḥ|viprāḥ|vipram	3	mcq
4010	650273_1	10866	4	1	166894	vipra	NOUN	Nom.Sing		vipraḥ	vipraḥ	3191	___ itaraḥ vipraḥ itaraḥ	vipraḥ itaraḥ vipraḥ itaraḥ	viprāḥ|vipraiḥ|vipram	3	mcq
16	479287	7024	8	1	85108	duḥkha	NOUN	Nom.Sing		duḥkhaṃ	duḥkham	3185	___ samudayo loko dṛṣṭi sthānam bhavaḥ ca te	duḥkhaṃ samudayo loko dṛṣṭi sthānam bhavaḥ ca te	duḥkhena|duḥkhāt|duḥkhasya	3	mcq
121	479392	7034	10	1	85108	duḥkha	NOUN	Acc.Dual		duḥkhe	duḥkhe	3185	___ ca hitvā ārūpya āptam sukhe ca apohya rūpi ca	duḥkhe ca hitvā ārūpya āptam sukhe ca apohya rūpi ca	duḥkham|duḥkhena|duḥkhāt	3	mcq
1217	555592	8248	8	5	85108	duḥkha	NOUN	Nom.Sing		duḥkhaṃ	duḥkham	3185	rāga ādi jam yathā ___ saṃkleśa saṃsṛtī tathā	rāga ādi jam yathā duḥkhaṃ saṃkleśa saṃsṛtī tathā	duḥkhena|duḥkhāt|duḥkhasya	3	mcq
24593	640243	12150	7	1	159774	ādā	VERB	Pres.Ind.2.Sing.NonPass		ādatse	ādatse	3158	___ jinatāṃ varca iṣṭaṃ pūrtaṃ ca āśiṣaḥ	ādatse jinatāṃ varca iṣṭaṃ pūrtaṃ ca āśiṣaḥ	ādatte|ādadīta|ādade	3	mcq
35799	26803	279	7	4	159774	ādā	VERB	Pres.Ind.3.Sing.NonPass		ādatte	ādatte	3158	ādānaṃ ca tad ___ nṛṇāṃ pratidinaṃ balam	ādānaṃ ca tad ādatte nṛṇāṃ pratidinaṃ balam	ādadīta|ādade|ādadyāt	3	mcq
38086	29284	3872	7	1	159774	ādā	VERB	Pres.Ind.3.Sing.NonPass		ādatte	ādatte	3158	___ prathamaṃ haṃsaḥ kṣīraṃ kṣīra udakāt iva	ādatte prathamaṃ haṃsaḥ kṣīraṃ kṣīra udakāt iva	ādadīta|ādade|ādadyāt	3	mcq
13602	646585	13074	6	3	157261	pat	VERB	Pres.Imp.2.Sing.NonPass		pata	pata	3123	avasṛṣṭā parā ___ śaravye brahma saṃśite	avasṛṣṭā parā pata śaravye brahma saṃśite	papāta|patati|patanti	3	mcq
14813	647686	14626	8	2	157261	pat	VERB	Past.Ind.3.Sing.NonPass	red	apaptad	apaptat	3123	ud ___ asau sūryaḥ puru dṛṣṭaḥ adṛṣṭa hā	ud apaptad asau sūryaḥ puru dṛṣṭaḥ adṛṣṭa hā	patati|patanti|apatat	3	mcq
16893	649696	17530	6	2	157261	pat	VERB	Pres.Imp.3.Plur.NonPass		patantu	patantu	3123	ut ___ nabhasvatīḥ samudrād adhi ghoṣiṇīḥ	ut patantu nabhasvatīḥ samudrād adhi ghoṣiṇīḥ	papāta|patati|patanti	3	mcq
942	506161	7429	8	8	88026	jala	NOUN	Nom.Sing		jalam	jalam	3097	caturguṇa paraḥ ca ūrdhvam yāvat prastha ādikam ___	caturguṇa paraḥ ca ūrdhvam yāvat prastha ādikam jalam	jale|jalaiḥ|jalena	3	mcq
948	506167	7429	8	1	88026	jala	NOUN	Loc.Sing		jale	jale	3097	___ aṣṭa guṇite sādhyaṃ pāda śiṣṭam ca gṛhyate	jale aṣṭa guṇite sādhyaṃ pāda śiṣṭam ca gṛhyate	jalam|jalaiḥ|jalena	3	mcq
968	506187	7429	10	2	88026	jala	NOUN	Nom.Sing		jalaṃ	jalam	3097	śītaṃ ___ jīryati yāma mātre yāma ardhake jīryati tapta toyam	śītaṃ jalaṃ jīryati yāma mātre yāma ardhake jīryati tapta toyam	jale|jalaiḥ|jalena	3	mcq
17445	633389_2	10601	4	3	95032	pitta	NOUN	Nom.Sing		pittam	pittam	3097	tasya tvam ___ āsitha	tasya tvam pittam āsitha	pittāt|pitte|pittena	3	mcq
28250	42857	1373	5	2	95032	pitta	NOUN	Gen.Dual		pittayoḥ	pittayoḥ	3097	rakta ___ prasādaṃ nirmala tvam	rakta pittayoḥ prasādaṃ nirmala tvam	pittam|pittāt|pitte	3	mcq
29628	644410	10804	5	1	95032	pitta	NOUN	Ins.Sing		pittena	pittena	3097	___ api dahyamāne śarīre sthāpyeta	pittena api dahyamāne śarīre sthāpyeta	pittam|pittāt|pitte	3	mcq
1582	483981	7675	9	3	67855	vacana	NOUN	Acc.Sing		vacanam	vacanam	3089	pitṛ ādi ___ śrutvā tathā iti uktvā sa rāghavaḥ	pitṛ ādi vacanam śrutvā tathā iti uktvā sa rāghavaḥ	vacanāt|vacane|vacanena	3	mcq
1756	484155	7680	6	2	67855	vacana	NOUN	Acc.Sing		vacanam	vacanam	3089	sampāti ___ śrutvā hanumant aṅgada ādayaḥ	sampāti vacanam śrutvā hanumant aṅgada ādayaḥ	vacanāt|vacane|vacanena	3	mcq
2646	748661_1	14908	5	3	67855	vacana	NOUN	Ins.Sing		vacanena	vacanena	3089	tāḥ parāc ___ pañcaviṃśatiḥ bhavanti	tāḥ parāc vacanena pañcaviṃśatiḥ bhavanti	vacanam|vacanāt|vacane	3	mcq
976	506195	7429	12	1	161166	ghṛta	NOUN	Nom.Sing		ghṛtaṃ	ghṛtam	3085	___ gate māsi su jīrṇam āste māsa dvaye jīryati māṃsam eva ca	ghṛtaṃ gate māsi su jīrṇam āste māsa dvaye jīryati māṃsam eva ca	ghṛtena|ghṛtasya|ghṛte	3	mcq
987	506206	7429	9	1	161166	ghṛta	NOUN	Acc.Sing		ghṛtaṃ	ghṛtam	3085	___ tailaṃ ca cūrṇa ādi kola mātram rase kṣipet	ghṛtaṃ tailaṃ ca cūrṇa ādi kola mātram rase kṣipet	ghṛtena|ghṛtasya|ghṛte	3	mcq
3556	650041_1	10828	7	1	161166	ghṛta	NOUN	Loc.Sing		ghṛte	ghṛte	3085	___ carum nirvapeta yaḥ a pratiṣṭhitaḥ manyeta	ghṛte carum nirvapeta yaḥ a pratiṣṭhitaḥ manyeta	ghṛtam|ghṛtena|ghṛtasya	3	mcq
60333	87486	607	5	1	158765	pūjay	VERB	Past.Ind.3.Sing.NonPass	peri	pūjayāmāsa	pūjayāmāsa	3083	___ vidhivan nāradaṃ sura pūjitam	pūjayāmāsa vidhivan nāradaṃ sura pūjitam	pūjayet|pūjyate|apūjayan	3	mcq
60754	87907	5335	7	1	158765	pūjay	VERB	Past.Ind.3.Sing.NonPass	peri	pūjayāmāsa	pūjayāmāsa	3083	___ dharma jñaḥ deśa kāla vibhāga vid	pūjayāmāsa dharma jñaḥ deśa kāla vibhāga vid	pūjayet|pūjyate|apūjayan	3	mcq
60756	87909	5335	5	2	158765	pūjay	VERB	Past.Ind.3.Sing.NonPass	peri	pūjayāmāsa	pūjayāmāsa	3083	hṛdisthaṃ ___ māyayā upātta vigraham	hṛdisthaṃ pūjayāmāsa māyayā upātta vigraham	pūjayet|pūjyate|apūjayan	3	mcq
539	590297	9744	7	3	78551	mātṛ	NOUN	Nom.Plur		mātaraḥ	mātaraḥ	3078	brāhmī ādyāḥ ___ sapta pramathāḥ pārṣadā gaṇāḥ	brāhmī ādyāḥ mātaraḥ sapta pramathāḥ pārṣadā gaṇāḥ	mātā|mātuḥ|mātaram	3	mcq
1631	484030	7675	9	1	78551	mātṛ	NOUN	Ins.Plur		mātṛbhiś	mātṛbhiḥ	3078	___ ca eva vipra ādyaiḥ śoka ārtaiḥ nirgataḥ purāt	mātṛbhiś ca eva vipra ādyaiḥ śoka ārtaiḥ nirgataḥ purāt	mātā|mātuḥ|mātaram	3	mcq
9081	76239	491	7	1	78551	mātṛ	NOUN	Gen.Sing		mātuḥ	mātuḥ	3078	___ mātāmaha ādi evam sapiṇḍāḥ tu sanābhayaḥ	mātuḥ mātāmaha ādi evam sapiṇḍāḥ tu sanābhayaḥ	mātā|mātaram|mātrā	3	mcq
252	590010	9741	9	3	122846	vidhi	NOUN	Nom.Sing		vidhiḥ	vidhiḥ	3037	āhāra nīhāra ___ tu adṛśyaḥ catvāraḥ ete 'tiśayāḥ sahotthāḥ	āhāra nīhāra vidhiḥ tu adṛśyaḥ catvāraḥ ete 'tiśayāḥ sahotthāḥ	vidhinā|vidhim|vidhau	3	mcq
952	506171	7429	9	2	122846	vidhi	NOUN	Ins.Sing		vidhinā	vidhinā	3037	jātā ___ api hṛtāḥ auṣadhyaḥ siddhi dāḥ na syuḥ	jātā vidhinā api hṛtāḥ auṣadhyaḥ siddhi dāḥ na syuḥ	vidhiḥ|vidhim|vidhau	3	mcq
1019	506238	7429	8	3	122846	vidhi	NOUN	Loc.Sing		vidhau	vidhau	3037	atra śukta ___ maṇḍaṃ prasthaṃ pañca āḍhakaḥ 'nvitam	atra śukta vidhau maṇḍaṃ prasthaṃ pañca āḍhakaḥ 'nvitam	vidhinā|vidhiḥ|vidhim	3	mcq
10616	464642	7282	12	6	70209	rāja	NOUN	Nom.Plur		rājā	rājāḥ	3033	bāla vṛddha vyasani anāthān ca ___ bibhṛyāt striyam aprajātāṃ prajātāyāḥ ca putrān	bāla vṛddha vyasani anāthān ca rājā bibhṛyāt striyam aprajātāṃ prajātāyāḥ ca putrān	rājaiḥ|rājaḥ|rājasya	3	mcq
16792	649593	17525	7	4	70209	rāja	NOUN	Voc.Sing		rāja	rāja	3033	tasmai te nakṣatra ___ śakadhūma sadā namaḥ	tasmai te nakṣatra rāja śakadhūma sadā namaḥ	rājaḥ|rājasya|rājam	3	mcq
27906	643249	11061	6	3	70209	rāja	NOUN	Nom.Sing		rājaḥ	rājaḥ	3033	dhārmiko dharma ___ dharmeṇa rājyaṃ kārayati	dhārmiko dharma rājaḥ dharmeṇa rājyaṃ kārayati	rājaiḥ|rājasya|rājam	3	mcq
1159	506378	7430	8	2	78185	mātra	NOUN	Acc.Sing		mātram	mātram	3029	pala ___ rasaṃ śuddhaṃ tāvat mānam ca gandhakam	pala mātram rasaṃ śuddhaṃ tāvat mānam ca gandhakam	mātreṇa|mātre|mātraḥ	3	mcq
1233	555608	8248	8	2	78185	mātra	NOUN	Nom.Sing		mātram	mātram	3029	nāma ___ jagat sarvam ity uccair bhāṣitaṃ tvayā	nāma mātram jagat sarvam ity uccair bhāṣitaṃ tvayā	mātreṇa|mātre|mātrāt	3	mcq
1235	555610	8248	7	2	78185	mātra	NOUN	Nom.Sing		mātram	mātram	3029	kalpanā ___ ity asmāt sarva dharmāḥ prakāśitāḥ	kalpanā mātram ity asmāt sarva dharmāḥ prakāśitāḥ	mātreṇa|mātre|mātrāt	3	mcq
2095	484494	7687	5	1	116860	śarīra	NOUN	Nom.Plur		śarīrāṇi	śarīrāṇi	3025	___ vināśīni na śarīrī vinaśyati	śarīrāṇi vināśīni na śarīrī vinaśyati	śarīram|śarīre|śarīrasya	3	mcq
4536	650535_2	10955	4	3	116860	śarīra	NOUN	Ins.Plur		śarīraiḥ	śarīraiḥ	3025	saḥ ayam ___ parivṛtaḥ	saḥ ayam śarīraiḥ parivṛtaḥ	śarīram|śarīre|śarīrasya	3	mcq
5886	651613	11753	10	2	116860	śarīra	NOUN	Acc.Sing		śarīraṃ	śarīram	3025	bhūtvā ___ dhūtvā śuddhaḥ pūto devatā apyeti ya evaṃ veda	bhūtvā śarīraṃ dhūtvā śuddhaḥ pūto devatā apyeti ya evaṃ veda	śarīre|śarīrasya|śarīreṇa	3	mcq
561	590319	9744	6	1	151290	prajāpati	NOUN	Nom.Sing		prajāpatiḥ	prajāpatiḥ	3007	___ brahma caturmukhau bhavāntakṛt jagatkartṛ saroruhāsanau	prajāpatiḥ brahma caturmukhau bhavāntakṛt jagatkartṛ saroruhāsanau	prajāpateḥ|prajāpatim|prajāpataye	3	mcq
2382	484781	7694	6	1	151290	prajāpati	NOUN	Gen.Plur		prajāpatīnāṃ	prajāpatīnām	3007	___ dakṣo 'tha prahlādo dānava adhipaḥ	prajāpatīnāṃ dakṣo 'tha prahlādo dānava adhipaḥ	prajāpatiḥ|prajāpateḥ|prajāpatim	3	mcq
2733	748718_2	14946	5	3	151290	prajāpati	NOUN	Nom.Sing		prajāpatiḥ	prajāpatiḥ	3007	aniruktaḥ vai ___ prajāpateḥ āptyai	aniruktaḥ vai prajāpatiḥ prajāpateḥ āptyai	prajāpateḥ|prajāpatim|prajāpataye	3	mcq
8195	75353	488	7	1	148382	buddhi	NOUN	Nom.Sing		buddhiḥ	buddhiḥ	3003	___ manīṣā dhiṣaṇā dhīḥ prajñā śemuṣī matiḥ	buddhiḥ manīṣā dhiṣaṇā dhīḥ prajñā śemuṣī matiḥ	buddhyā|buddhim|buddhyāḥ	3	mcq
10216	464242	7306	6	4	148382	buddhi	NOUN	Nom.Sing		buddhir	buddhiḥ	3003	kṛtā ca kaluṣā ___ upadhābhiḥ caturvidhā	kṛtā ca kaluṣā buddhir upadhābhiḥ caturvidhā	buddhyā|buddhim|buddhyāḥ	3	mcq
10463	464489	7327	7	3	148382	buddhi	NOUN	Nom.Sing		buddhiḥ	buddhiḥ	3003	buddhimān āhārya ___ durbuddhir iti putra viśeṣāḥ	buddhimān āhārya buddhiḥ durbuddhir iti putra viśeṣāḥ	buddhyā|buddhim|buddhyāḥ	3	mcq
895	506114	7429	9	5	16581	sattva	NOUN	Abl.Sing		sattvāt	sattvāt	2999	śuṣkasya tāvad guru tīkṣṇa ___ tad ardha bhāgaḥ parikalpanīyaḥ	śuṣkasya tāvad guru tīkṣṇa sattvāt tad ardha bhāgaḥ parikalpanīyaḥ	sattvam|sattvasya|sattvaḥ	3	mcq
8319	75477	488	8	4	16581	sattva	NOUN	Abl.Dual		sattvābhyām	sattvābhyām	2999	nirvṛtte tv aṅga ___ dve triṣu āṅgika sāttvike	nirvṛtte tv aṅga sattvābhyām dve triṣu āṅgika sāttvike	sattvam|sattvasya|sattvaḥ	3	mcq
20323	636113	11363	9	2	16581	sattva	NOUN	Acc.Sing		satvam	satvam	2999	ahaṃ ___ anṛtaṃ yad vadāmi yo agnīṣomāv ajuṣe sakhāyā	ahaṃ satvam anṛtaṃ yad vadāmi yo agnīṣomāv ajuṣe sakhāyā	sattvam|sattvasya|sattvaḥ	3	mcq
10257	464283	7313	4	3	76075	vākya	NOUN	Loc.Sing		vākye	vākye	2995	trayāṇām eka ___ sampratyayaḥ	trayāṇām eka vākye sampratyayaḥ	vākyam|vākyena|vākyaiḥ	3	mcq
34767	555326	8343	4	1	76075	vākya	NOUN	Gen.Sing		vākyasya	vākyasya	2995	___ ṭeḥ pluta udāttaḥ	vākyasya ṭeḥ pluta udāttaḥ	vākyam|vākyena|vākyaiḥ	3	mcq
39619	30820	3978	8	4	76075	vākya	NOUN	Acc.Sing		vākyaṃ	vākyam	2995	tat sarvam abhito ___ vākya kāle 'thavā punaḥ	tat sarvam abhito vākyaṃ vākya kāle 'thavā punaḥ	vākyena|vākyaiḥ|vākyāt	3	mcq
263	590021	9741	9	6	49850	bhāva	NOUN	Abl.Sing		bhāvāt	bhāvāt	2986	caturvidhā martya nikāya koṭi jaghanya ___ api pārśva deśe	caturvidhā martya nikāya koṭi jaghanya bhāvāt api pārśva deśe	bhāvaḥ|bhāvam|bhāvena	3	mcq
789	590548	9744	9	7	49850	bhāva	NOUN	Nom.Sing		bhāvo	bhāvaḥ	2986	vyaktaḥ sa taiḥ vibhāva ādyaiḥ sthāyī ___ bhavet rasaḥ	vyaktaḥ sa taiḥ vibhāva ādyaiḥ sthāyī bhāvo bhavet rasaḥ	bhāvam|bhāvāt|bhāvena	3	mcq
800	590559	9744	5	1	49850	bhāva	NOUN	Nom.Sing		bhāvo	bhāvaḥ	2986	___ vidvāḥ yuvarājaḥ kumāro bhartṛdārakaḥ	bhāvo vidvāḥ yuvarājaḥ kumāro bhartṛdārakaḥ	bhāvam|bhāvāt|bhāvena	3	mcq
1617	484016	7675	8	4	25418	bhūmi	NOUN	Loc.Sing		bhūmau	bhūmau	2986	tac chrutvā mūrchito ___ vajra āhataḥ iva apatat	tac chrutvā mūrchito bhūmau vajra āhataḥ iva apatat	bhūmiḥ|bhūmim|bhūmyāḥ	3	mcq
7576	652881	12204	8	4	25418	bhūmi	NOUN	Loc.Sing		bhūmau	bhūmau	2986	upary eva āsīnaḥ ___ pādau pratiṣṭhāpya pratyavaroham āha	upary eva āsīnaḥ bhūmau pādau pratiṣṭhāpya pratyavaroham āha	bhūmiḥ|bhūmim|bhūmyāḥ	3	mcq
7650	652955	12239	5	1	25418	bhūmi	NOUN	Nom.Sing		bhūmir	bhūmiḥ	2986	___ ha jagāv ity udāharanti	bhūmir ha jagāv ity udāharanti	bhūmau|bhūmim|bhūmyāḥ	3	mcq
70	479341	7024	7	3	87204	deśa	NOUN	Nom.Sing		deśaḥ	deśaḥ	2984	dharmadhātu eka ___ ca saṃcitā daśa rūpiṇaḥ	dharmadhātu eka deśaḥ ca saṃcitā daśa rūpiṇaḥ	deśe|deśam|deśāt	3	mcq
2156	484555	7688	8	2	87204	deśa	NOUN	Abl.Sing		deśāt	deśāt	2984	deva ___ prabhāse sa dehaṃ tyaktvā svayaṃ hariḥ	deva deśāt prabhāse sa dehaṃ tyaktvā svayaṃ hariḥ	deśe|deśam|deśaḥ	3	mcq
7661	652966	12302	12	1	87204	deśa	NOUN	Abl.Sing		deśād	deśāt	2984	___ deśāt samoﾱhānāṃ sarvāsām āḍhya duhitṝṇām daśa adadāt sahasrāṇy ātreyo niṣka kaṇṭhyaḥ	deśād deśāt samoﾱhānāṃ sarvāsām āḍhya duhitṝṇām daśa adadāt sahasrāṇy ātreyo niṣka kaṇṭhyaḥ	deśe|deśam|deśaḥ	3	mcq
9	479280	7024	7	3	16633	satya	NOUN	Nom.Sing		satyam	satyam	2979	anāsravā mārga ___ trividhaṃ ca api asaṃskṛtam	anāsravā mārga satyam trividhaṃ ca api asaṃskṛtam	satyena|satye|satyāt	3	mcq
664	590423	9744	6	1	16633	satya	NOUN	Nom.Sing		satyaṃ	satyam	2979	___ samyak samīcīnam ṛtam tathyaṃ yathātatham	satyaṃ samyak samīcīnam ṛtam tathyaṃ yathātatham	satyena|satye|satyāt	3	mcq
