key	verdict	locus	note
ablative-genitive:132	SILENT	—	Функций генитива (śeṣa) нет. Искал: śeṣa, часть-целое.
locative:56	SILENT	—	Функций локатива нет. Искал: adhikaraṇa, место/время.
locative:22	SILENT	—	Локатива абсолютного нет. Искал: sati saptamī, абсолют.
locative:123	SILENT	—	Локатива абсолютного нет; «Деепричастие» у З. — герундий на ‑tvā/‑ya (L399), не абсолютив. Искал: gate rāme, sati.
karaka-case:24	SILENT	—	Модели карак нет. Искал: kartṛ, karman, kāraka.
karaka-case:99	SILENT	—	Соотношения падеж↔роль нет. Искал: агенс, роль.
karaka-case:146	SILENT	—	Утверждение о тексте Уитни; З. Уитни не цитирует. Искал: Уитни, вибхакти.
karaka-case:162	SILENT	—	Синтаксиса пассивной клаузы нет; пассив только морфологически (L389). Искал: karman, подлежащее.
voice:23	AGREE	раздел «Перфект» (L389)	«Пассив (только система презенса): ø‑ya‑…; спрягается в Med.»; наборы Act/Med — по всей таблице спряжения (L270–294); терминов parasmai-/ātmanepada нет.
voice:69	SILENT	—	Падеж агенса пассива не назван. Искал: инструменталис, деятель.
voice:128	AGREE	раздел «Спряжение» (L276)	Два набора окончаний в таблице: «‑ti … ‑te», «‑anti … ‑ate»; лексичность выбора пады и семантика медия («в свою пользу») не обсуждаются.
voice:131	AGREE	раздел «Перфект» (L389)	«Пассив (только система презенса): ø‑ya‑…; спрягается в Med.» — чистое совпадение; вне презенса ср. прич. ‑ta «обычно страдат. у переходных» (L395).
HK-1	SILENT	—	Типы аориста описаны (L339–353), но об образовании лишь от части корней и редкости в санскрите — нет; «прочие крайне редки» — о типах. Искал: аорист, редк-, полов-.
HK-2	SILENT	—	Лишь список частиц «-нибудь, -то»: CIT, SVIT, CANA, API (L460); о склонении только вопросительной части и внешних сандхи — нет. Искал: неопредел-, частицы, cana/cit.
HK-3	AGREE	раздел «Перфект» (L401)	Герундивы: «g-tavya- (или -itavya-), g-anīya-, v/g-ya-»; глоссы тождественны: dātavya- и deya- 'подлежащий отдаче'.
HK-4a	AGREE	раздел «Перфект» (L379)	«Футурум: g-sya- (или -iṣya-), окончания первичные» — одно правило для всех; квантор «от всех» отдельно не обсуждён.
HK-4b	DISAGREE	раздел «Перфект» (L379)	Выбор -iṣya- у З. лексичен: вставное i — ряды U2/R2/M2/N2 и seṭ-корни, «много колебаний и непоследовательностей» (L72), а не «после дифтонгов и -ar»; s→ṣ — общее сандхи (L129).
HK-5	SILENT	—	Тип есть («строится как имперфект класса 6», L343), но о наибольшей распространённости и корнях на согласную — нет. Искал: тематический, распростран-.
HK-6	AGREE	раздел «Спряжение» (L298)	Причастия Med.: «-āna- ‖ -māna-», f «-ānā- ‖ -mānā-» — основы на -a (m/n) и на -ā (f); пассив спрягается в Med. (L389).
HK-7	SILENT	—	Частотность гласных не обсуждается; лишь диахрония *e/*o/*a → a (L10). Искал: преоблад-, систем- гласных.
HK-8	SILENT	—	Частотность ṝ, ḷ, ḹ не обсуждается; ḷ лишь в скобках в таблице чередований (L54). Искал: редк-, ряды L/R.
HK-9	AGREE	раздел «Морфонология» (L105)	«k, ṭ, t, p озвончаются перед всяким звуком, кроме глухих согласных» — покрывает звонкие шумные, y/r/v, гласные; перед j/jh/ḍ/ḍh, носовыми, h — особые правила (L101–103).
HK-10	DISAGREE	раздел «Сведения об акцентуации» (L621)	Глагол «имеют ударение… б) в придаточном предложении, в)… после другой личной формы» — и в середине фразы бывает ударен; об ударении частиц молчит.
HK-11	AGREE	раздел «Морфонология» (L117)	«перед гласными и звонкими согласными (кроме r) → r»; «Исключение составляют только as и ās» (L119) — т.е. не после ā̆.
HK-12	SILENT	—	Частотность a-основ не обсуждается. Искал: большинств-, распростран-.
HK-13	AGREE	раздел «Склонение» (L218)	В таблице единые строки «sg NVocA n», «pl NVocA n», «du NVocA n» — N и A (и Voc) среднего рода совпадают во всех числах.
HK-14	AGREE	раздел «Некоторые существительные» (L476)	«слова без помет: на ā, ī --- жен. рода»; женские окончания обязательны в ā-склонении (L167). Особый тип — корневые ā (jās m, L226).
HK-15	SILENT	—	Только образование имперфекта (L335); об употреблении как времени повествования — нет. Искал: повествован-, прошл-.
HK-16	AGREE	раздел «Склонение» (L167)	«Специфически женские» окончания «обязательны в ā-, ī-, ū-склонениях»; образцы devī, vadhū (L226) — ж.р.
HK-17	SILENT	—	Частотность форм императива не обсуждается. Искал: императив, часто/чаще.
HK-18	AGREE	раздел «Спряжение» (L257)	«в тематическом спряжении тематическое а удлиняется в ā» — знак ∼ при всех окончаниях 1-го лица (L270–289); о доле тематических глаголов молчит.
HK-19	SILENT	—	Правила о структуре корней IX класса нет; только пример «badh-nā-mi» от BANDH с утратой носового (L328). Искал: IX/9 класс, носов-.
HK-20	AGREE	раздел «Спряжение» (L265)	3 pl «-ati*» вместо -anti: «при редуплицированной атематич. основе презенса (класс 3)»; пример «dad-ati 'дают'» (L314).
HK-21	AGREE	раздел «Морфонология» (L129)	«с, ç, ṣ, ch, j (любое), h (любое) + s → kṣ»; там же «неконечное s → ṣ» после k, r, гласных кроме a/ā. У З. без оговорки «чаще всего» для j, h.
HK-22	AGREE	раздел «Склонение» (L182)	N.sg: «-s; [ā, ī, ar, an] -Ø», в колонке ar — «Ā»: основы на -ar дают -ā без r (dātā, pitā).
HK-23	SILENT	—	Кондиционалис только формально («по форме это имперфект футурума», L381); о редкости употребления — нет. Искал: кондиционалис, редк-.
HK-24	AGREE	раздел «Перфект» (L359)	Согласная удвоит. слога «равна первой согласной корня, но с потерей придыхательности».
HK-25	DISAGREE	раздел «Перфект» (L391)	Описательный перфект «заменяет простой перфект… у корней со сложным сочетанием согласных» — значит не от всех односложных корней на согласную.
HK-26	AGREE	раздел «Перфект» (L369)	Парадигмы дают ровно это: с -i- «yuyojitha», «yuyujima», «dadima», «teniṣe»; kar без i: «cakartha», «cakṛma», «cakṛṣe».
HK-27	SILENT	—	Синтаксис пассивной конструкции (агенс в I., согласование с объектом) не описан — только образование (L389). Искал: агенс, творительн-/Instrumentalis.
HK-28	SILENT	—	О пассиве непереходных и обязательном 3 sg — нет; лишь безличное «ucyate… 'говорят (on dit)'» (L389). Искал: непереходн-, безличн-.
HK-29	AGREE	раздел «Перфект» (L395)	Претеритное причастие: «ø-ta- (или -ita-)», у части корней «ø-na-» (ø = слабая ступень; -na- у d-корней aniṭ и R2 — реже). Ударение не обсуждает.
HK-30	AGREE	раздел «Склонение» (L241)	«sarva-… --- как ya-, но Nsg n не на -d, а на -m» (в n N=A) — прономинальный тип с адъективным sarvam.
HK-31	AGREE	раздел «Морфонология» (L125)	«На конце слова в сочетании согласных все элементы, кроме первого, отпадают (напр. -nts → -n)».
HK-32	AGREE	раздел «Некоторые существительные» (L476)	«слова без помет:… на as, is, us --- сред. рода» — средний род как дефолт; исключения помечены (uṣas f, mās m).
HK-33	AGREE	раздел «Склонение» (L253)	«tri-, (f tis̥-)» (L249); tri/tisṛ «по общим моделям… i-, r-склонения»; pañca — одна парадигма без различия рода: «NVocA pañca, I pañcabhis».
HK-34	SILENT	—	О роде сложных слов прямо не сказано; лишь «синтаксически равные последнему члену» о первичных (L436). Искал: род, bahuvrīhi/tatpuruṣa.
HK-35	SILENT	—	Dvandva лишь типологически («как хлеб-соль», L436); о мн. числе последней основы при 3+ членах — нет. Искал: dvandva, множеств-.
HK-36	SILENT	—	Каузатив — только образование (L413); о всеобщей переходности и неполном охвате корней — нет. Искал: переходн-, каузатив.
HK-37	DISAGREE	раздел «Словообразование» (L417)	Интенсив иллюстрирован «roravīti 'вопит' (от ru 'кричать')» — корень на гласный, против «только от корней на согласную»; о редкости молчит.
HK-38	SILENT	—	«Корневой --- строится как имперфект класса 2» (L341); ограничений (корни на -ā и bhū, только Parasmaipada) нет. Искал: корневой, Parasmaipada/акт.
HK-39	SILENT	—	Дан только активный прекатив: «Прекатив (акт.)» (L387); Ātmanepada и его редкость не упомянуты. Искал: прекатив, Ātmanepada/Med.
HK-40	SILENT	—	Порядок превербов при двух префиксах не обсуждается — только список значений (L452). Искал: двух, контактн-/дистантн-.
HK-41	SILENT	—	Статистики префиксальных глаголов нет. Искал: %, доля/долей.
HK-42	SILENT	—	Лишь «A- (перед гласной --- AN-) не, без» (L454); статистики a-privativum и абстрактности нет. Искал: треть, абстрактн-.
HK-43	SILENT	—	Синхронной классификации смычных (пять varga) нет; ряды лишь мимоходом в сандхи («носовой соотв. ряда», L109). Искал: varga, ряд-, смычн-.
HK-44	SILENT	—	Фонетика придыхательных не описана; придыхательность только в правилах сандхи/удвоения. Искал: придыхат-, глух-/звонк- h.
HK-45	AGREE	раздел «Морфонология» (L117)	s и r «перед прочими глухими согласными и перед паузой → ḥ»; оговорки «реже r» нет (s и r «дают одинаково»).
HK-46	AGREE	раздел «Склонение» (L182)	N.sg: «-s; [ā, ī, ar, an] -Ø» — -s как общее окончание N.sg; частотный вывод о висарге в N.sg не обсуждается.
HK-47	DISAGREE	раздел «Морфонология» (L109)	«m перед C → ṁ» — без исключения для губных; запись носовым соотв. ряда — лишь орфографический вариант, и для всех взрывных, не только губных.
HK-48	AGREE	раздел «Склонение» (L186)	A.sg: «-am; [V] -m» — конечный m; частотный вывод об анусваре в A.sg не обсуждается.
HK-49	AGREE	раздел «Особенности ведийского языка» (L497)	«Анунасика передает чистую назальность предыдущей гласной» (в отличие от анусвары); о долготе гласной и редкости не говорит — знак у него ведийский.
HK-50	SILENT	—	Фонологической таблицы гласных и тезиса о смыслоразличительной долготе нет. Искал: долгот-, смыслоразличит-/противопоставл-.
HK-51	AGREE	раздел «От праиндоевропейского к древнеиндийскому» (L18)	«монофтонгизация ăi, ău дала ē, ō» — e, o долгие, из дифтонгов; чередование e/ai, o/au — в таблице ступеней (guṇa/vṛddhi, L42–46).
HK-52	SILENT	—	Позиционная/частотная характеристика ṛ не даётся. Искал: середин-, ṛ по фонетическим пассажам.
HK-53	AGREE	раздел «Превербы» (L454)	«SU- добро-, благо-, очень» — оба значения ('хороший' и усиление); распределение по частям речи не уточняет.
HK-54	SILENT	—	Правил графики и слитного написания нет (о письме — только ведийская акцентная нотация). Искал: слитно, письм-/деванагари.
HK-55	AGREE	раздел «Морфонология» (L101)	Правила регрессивны: «t уподобляется… последующим l, c, ch, j…», озвончение перед следующим звуком (L105) — ассимиляция по последующему.
HK-56	AGREE	раздел «Морфонология» (L101)	«t уподобляется во всех отношениях, кроме придыхания, последующим l, c, ch, j, jh, ṭ, ṭh, ḍ, ḍh»; нюанс: кроме придыхания; t+ç — особо (cch).
HK-57	AGREE	раздел «Морфонология» (L101)	«t перед носовой согласной → n (напр. t + m → nm)».
HK-58	AGREE	раздел «Морфонология» (L101)	«t + ç → cch» — т.е. t → c, а ç → ch.
HK-59	AGREE	раздел «Морфонология» (L117)	s и r «перед прочими глухими согласными и перед паузой → ḥ» — конец предложения/строки покрыт «паузой».
HK-60	AGREE	раздел «Морфонология» (L117)	«перед t(h) → s; перед ṭ(h) → ṣ; перед c(h) → ç; перед прочими глухими… → ḥ» — распределение совпадает полностью (k/kh/p/ph/ç/ṣ/s → ḥ).
HK-61	AGREE	раздел «Морфонология» (L117)	«перед r → нуль с удлинением предшествующей гласной (если она краткая)»; as/ās перед звонкими — особое правило (L119), т.е. не после ā̆.
HK-62	AGREE	раздел «Морфонология» (L79)	«1. Слияние однородных гласных:… → ā;… → ī;… → ū» — то же правило (краткость/долгота любая).
HK-63	AGREE	раздел «Морфонология» (L81)	«2. Слияние А с неоднородной гласной»: +i̯→e, +e(ai)→ai, +u̯→o, +o(au)→au, +ṛ→ar (L81–87) — совпадает поклеточно.
HK-64	AGREE	раздел «Морфонология» (L89)	«3. I, U, [Ṛ] перед неоднородной гласной:… → y;… → v;… → r».
HK-65	AGREE	раздел «Морфонология» (L109)	«m перед C → ṁ»; перед гласными изменения m не предусмотрено; вариант орфографии — носовой соотв. ряда.
HK-66	AGREE	раздел «Спряжение» (L270)	Таблица по лицам 1–3, sg/pl/du, Act./Med.; времена/наклонения: «первичные окончания (в презенсе, футуруме)» и вторичные.
HK-67	SILENT	—	Искал Parasmaipada/Ātmanepada, Act./Med. — лексическое распределение глаголов по залогам не обсуждается.
HK-68	AGREE	раздел «Перфект» (L389)	«Пассив (только система презенса): ø‑ya‑», «спрягается в Med.» — производная основа.
HK-69	SILENT	—	Искал «ударение», «акцент» — только ведийская нотация и фразовое ударение, не место ударения в презенсе.
HK-70	SILENT	—	Искал «местоимения», личные формы — об опущении местоимений при спряжении ничего.
HK-71	AGREE	раздел «Спряжение» (L257)	«в тематическом спряжении тематическое а удлиняется в ā» — знак ∼ стоит у окончаний 1-го лица (‑mi, ‑vas, ‑mas…).
HK-72	SILENT	—	Искал «двойственное», «парные» — du только в парадигмах, об узусе ничего.
HK-73	AGREE	раздел «Склонение» (L182)	Таблица даёт ровно восемь падежных форм: «N… Voc… A… I… D… Abl… G… L».
HK-74	SILENT	—	Искал классификацию именных основ (гласные/согласные) — типы склонения даны списком, двучленного деления нет.
HK-75	AGREE	раздел «Склонение» (L218)	Особые строки n лишь для NVocA — прочее с m совпадает; ср. «в m и n по а‑склонению» (L239).
HK-76	AGREE	раздел «Склонение» (L198)	Объединённые строки для всех типов: «NVoc + ‑as» и «D Abl ‑bhyas».
HK-77	AGREE	раздел «Морфонология» (L119)	«s вообще исчезает, причем as + a → o'», «as перед звонкими согласными → o»; ās → ā.
HK-78	AGREE	раздел «Склонение» (L190)	«ā‑Y‑ai*», «ā‑Y‑ās*», «ā‑Y‑ām*», du «A‑Y‑os»; pl G «[V] ∼nām».
HK-79	AGREE	раздел «Склонение» (L206)	Графа чистых окончаний: «‑bhyām», «‑os», «‑bhyas», «‑ām; [V] ∼nām», «‑su».
HK-80	AGREE	раздел «Морфонология» (L129)	«После k, r и любой гласной, кроме [ā̆]… неконечное s → ṣ».
HK-81	SILENT	—	Искал «прилагательные», склонение их — лишь списки лексики и словообразование; о формальном тождестве с существительными ничего.
HK-82	AGREE	раздел «Классы презенса» (L335)	«Имперфект: аугмент a‑ + основа презенса, окончания вторичные»; об ударении на аугменте молчит.
HK-83	AGREE	раздел «Классы презенса» (L335)	«Аугмент ставится правее превербов».
HK-84	AGREE	раздел «Перфект» (L377)	«3 pl bhaveyur», «3 pl bhaveran»; du Med.: ī→īy + ‑āthām/‑ātām (→ īyāthām, īyātām).
HK-85	SILENT	—	Искал lakṣmī, tantrī, ī-склонение — только тип devī (Nsg devī), исключений с ‑s в N.sg. нет.
HK-86	AGREE	раздел «Словообразование» (L421)	«от основ на а --- замена ‑а‑ на ‑ā‑ или ‑ī‑»; условий одушевлённости и «большинства» не даёт.
HK-87	SILENT	—	Искал ‑aka/‑ikā — лишь уменьшительные «‑ka‑ (m), ‑kā‑, ‑ikā‑ (f)»; правила ‑aka→‑ikā нет.
HK-88	AGREE	раздел «Морфонология» (L68)	Корни на «а + одна согласная» «имеют только guṇa и vṛddhi, а вместо нулевой ступени дают guṇa».
HK-89	SILENT	—	Искал роды i-/u-основ — только пометы родов в словнике, о преобладании ничего.
HK-90	AGREE	раздел «Склонение» (L188)	Колонки i и u строго параллельны: «ay‑e / av‑e», «e‑S / o‑S», du «Ī‑ / Ū‑» — окончания те же.
HK-91	SILENT	—	Искал корневые ā/ī/ū — дано лишь склонение jās («ā (корнев.)»); об идентичности с ī-, ū-основами ничего.
HK-92	AGREE	раздел «Классы презенса» (L307)	«Тематические… Атематические»: классы 1, 6, 4, 10 против 2, 3, 7, 8, 5, 9 — десять.
HK-93	AGREE	раздел «Классы презенса» (L312)	«1 g‑a‑ --- naya‑ti 'ведет'» — корень в ступени guṇa + тематическое a.
HK-94	AGREE	раздел «Классы презенса» (L314)	«6 ø‑a‑ --- tuda‑ti 'ударяет'» — слабый корень + тематическое a; ударения не обозначает.
HK-95	AGREE	раздел «Важнейшие корни» (L448)	«ÇAM… 4 (çāmya‑)», «ÇRAM… 4 (çrāmya‑)»; BHRAM 4• (долготный ряд, слабая ām → bhrāmya‑); про div/dīvya молчит.
HK-96	AGREE	раздел «Классы презенса» (L325)	«10 g‑aya‑ --- coraya‑ti 'крадет'» — корень + ‑aya; ударения не обозначает.
HK-97	AGREE	раздел «Классы презенса» (L307)	Атематических ровно шесть: классы 2, 3, 7, 8, 5, 9 («Атематические (сильная основа / слабая основа)»).
HK-98	DISAGREE	раздел «Морфонология» (L68)	Ядро есть («сильная основа / слабая основа»), но против «каждый»: неполноизменяемые «всегда выступают в одной и той же ступени» (AD 2*, YĀ 2*).
HK-99	SILENT	—	Искал ударение сильных/слабых форм — акцентных помет в спряжении нет; ведийский раздел о нотации и фразовом ударении.
HK-100	SILENT	—	Искал «продуктивн», класс 2 — о судьбе корневого класса ничего.
HK-101	AGREE	раздел «Классы презенса» (L325)	«5 ø‑no‑ / ø‑nu‑ --- su‑no‑mi… su‑nu‑mas» — ослабленный корень + nu/no.
HK-102	AGREE	раздел «Классы презенса» (L317)	«7 ø с инфиксом ‑na‑ / ø с инф. ‑n‑ --- chinad‑mi / chind‑mas»; об исходе корня на согласную прямо не говорит.
HK-103	AGREE	раздел «Спряжение» (L283)	Атематич. 3 pl Med. «‑ate», «‑ata», «‑atām» — против тематич. «‑nte», «‑nta», «‑ntām».
HK-104	AGREE	раздел «Спряжение» (L272)	Импер. 2 sg «‑dhi, [V] ‑hi»; о возможном нулевом окончании у V/VII классов молчит.
HK-105	AGREE	раздел «Важнейшие корни» (L446)	«* --- неполноизменяемый корень»: «YĀ… 2*», «VĀ… 2, 4*» — всегда одна ступень, ā сохраняется.
HK-106	AGREE	раздел «Важнейшие корни» (L448)	«HAN убивать 2 (han‑/ghn‑)» — слабая основа ghn‑ (→ ghnanti); ср. перфект jaghana (L359).
HK-107	AGREE	раздел «Классы презенса» (L320)	«kar‑o‑mi… / kur‑utha…, kur‑v‑anti» — слабая основа kur‑u; правила kur‑ перед m/y/v не формулирует.
HK-108	AGREE	раздел «Перфект» (L379)	«Футурум: g‑sya‑ (или ‑iṣya‑)» — корень в guṇa (i/u → e/o); «bhaviṣyati».
HK-109	AGREE	раздел «Морфонология» (L139)	Шумные «ассимилируются по звонкости и теряют придыхание»; пример «bhot‑sya‑ti» (L141); про ‑s→t (vatsyá‑) молчит.
HK-110	AGREE	раздел «Словообразование» (L407)	«g‑tar‑ (или ‑itar‑) --- janitar‑… dātar‑» — guṇa как в футуруме (g‑sya‑), факультативное вставное i.
HK-111	SILENT	—	Искал kartrī, женский род tar-основ — общее «+ ‑ī‑» (L421) без указания ступени для ‑tar.
HK-112	AGREE	раздел «Склонение» (L169)	В Asg/NVpl/NVAdu «ār‑am», «ār‑as», «ār‑au»; «у имен родства… не ‑ār‑, a ‑ar‑ (напр. pitaras)».
HK-113	AGREE	раздел «Перфект» (L383)	«имя деятеля на ‑tar‑ (в N) + связка as 'быть' (кроме 3‑го лица, где без связки)».
HK-114	AGREE	раздел «Перфект» (L357)	Перфект: «удвоит. слог + корень»; также през. кл. 3, аорист тип 3 «с удвоением», интенсив, дезидератив — с удвоит. слогом.
HK-115	AGREE	раздел «Перфект» (L359)	«с потерей придыхательности и с заменой k на c и g, h на j» — заднеязычные → палатальные.
HK-116	SILENT	—	Искал значение перфекта/имперфекта в эпосе — семантику времён конспект не обсуждает.
HK-117	AGREE	раздел «Перфект» (L363)	«В 3 sg act у открытых корней и у оканчивающихся на а + С --- vṛddhi, у прочих guṇa».
HK-118	AGREE	раздел «Перфект» (L375)	Парадигма dā: «dadau… dadau… dadima, dada, dadur» — ‑au в 1/3 sg, ā опущено перед окончаниями du/pl.
HK-119	AGREE	раздел «Перфект» (L365)	«слабая основа перфекта имеет вид СеС (т.е без удвоения, но с заменой а на е)» — ten‑ от tan; у З. «у большинства корней».
HK-120	AGREE	раздел «Перфект» (L391)	«заменяет простой перфект в производных спряжениях» (+ «сложное сочетание согласных»); про ī/ū‑начальные, ās, vid молчит.
HK-121	AGREE	раздел «Перфект» (L391)	«+ ām в сочетании с āsa или cakara (перфект от as… или kar…)»; bhū не упоминает.
HK-122	AGREE	раздел «Склонение» (L231)	«(после / --- энклитики)» — A mā/tvā, D‑G me/te; «в A, D и G также энклитические nau, vām».
HK-123	AGREE	раздел «Морфонология» (L72)	«получающие вставное i, называются seṭ, не получающие --- aniṭ, имеющие оба варианта… --- veṭ».
HK-124	AGREE	раздел «Перфект» (L393)	«Инфинитив: g‑tum (или ‑itum) --- dātum, chettum, bhavitum» — guṇa, ā остаётся.
HK-125	AGREE	раздел «Перфект» (L399)	«с превербом ø‑ya (после краткой гласной ‑tya) --- pra‑bhūya, vi‑jitya».
HK-126	AGREE	раздел «Морфонология» (L139)	«ассимилируются по звонкости и теряют придыхание, причем c и j₁ ведут себя как k»; нюанс: j₂ + t(h) → ṣṭ(h) (L133).
HK-127	AGREE	раздел «Морфонология» (L135)	«bh, dh, gh + t(h) → соответственно bdh, ddh, gdh; h₁ + t(h) → gdh»; нюанс: h₂ + t(h) → ḍh (L137).
HK-128	AGREE	раздел «Склонение» (L243)	«sa 'он, тот'», «все прочие формы --- с начальным t (напр. tad, tena)» — глосса личного местоимения 3-го лица.
HK-129	AGREE	раздел «Перфект» (L389)	«Пассив (только система презенса): ø‑ya‑» — ослабленный корень + ya; ударения не обозначает.
HK-130	AGREE	раздел «Морфонология» (L70; L389)	«Перед y: i, u, ṛ → ī, ū, ri»; пассив = ø‑ya‑ (L389), у ā-корней (ряд A₂) слабая ступень ī. Исключения śayyá-/hūyá- не упомянуты.
HK-131	SILENT	—	Искал janya/jāya, tanya/tāya, пассив корней на -an — двойные основы пассива не упомянуты; дан лишь общий механизм ø‑ya‑.
HK-132	SILENT	—	Пассив описан только формально (ø‑ya‑, Med., ucyate «on dit»); правила о 3 sg у непереходных нет; искал «безличн», пассив непереходных.
HK-133	AGREE	раздел «Спряжение» (L298; L389)	Композиционно: пассив ø‑ya‑ спрягается в Med. (L389), тематическое Ā-причастие «‑āna‑ || ‑māna‑» — к основе пассива присоединяется -māna.
HK-134	AGREE	раздел «Склонение» (L239)	Об ena‑: «употребляется в основном лишь в А.»; точный инвентарь (I.sg, G.L.du) не расписан.
HK-135	AGREE	раздел «Морфонология» (L33–55)	Ряды «Особые (типа saṁprasāraṇa)»: i~ya/yā, u~va/vā, ṛ~ra/rā — то самое чередование сонанта и гласного.
HK-136	AGREE	раздел «Морфонология» (L135–137)	«bh, dh, gh + t(h) → соответственно bdh, ddh, gdh»; также h₁+t→gdh, h₂+t→ḍh — озвончение с перераспределением придыхания.
HK-137	AGREE	раздел «Морфонология» (L153; L446)	Композиционно: KRAM/ÇRAM — корни долготного ряда (слабая ām) + «носовая перед взрывной шумной согласной дает носовую соотв. ряда» → krānta.
HK-138	AGREE	раздел «Перфект» (L395)	«обычно страдат. у переходных глаголов, действит. у непереходных» — о претеритном причастии ‑ta/‑na.
HK-139	AGREE	раздел «Склонение» (L239; L243)	Образец ya‑ (yad, ye, yeṣām); у sa/tad особо: «все прочие формы --- с начальным t» — ya‑ без смены согласных.
HK-140	SILENT	—	Искал madīya, притяжательные местоимения, ‑īya — не упомянуты (‑īya лишь как отыменный суффикс, L423).
HK-141	AGREE	раздел «Перфект» (L397; L298)	«к причастию на ‑(i)ta‑ добавляется ‑vant‑» (uktavant‑); перфектное причастие ‑vaṁs‑ (f ‑uṣī‑) — в таблице спряжения.
HK-142	AGREE	раздел «Спряжение» (L298)	«part. ‑ant‑ (‑at‑*) || ‑nt‑»: тематические — ‑nt‑ к основе, атематические — ‑ant‑ (слабая основа; сильные формы помечены отдельно).
HK-143	AGREE	раздел «Спряжение» (L298)	«‑āna‑ || ‑māna‑»: тематические — ‑māna‑, атематические — ‑āna‑ к слабой основе.
HK-144	AGREE	раздел «Склонение» (L239)	«D yasmai, Abl yasmād, L yasmin»; f yasyai/yasyās/yasyām; «Npl m ye; Gpl m‑n yeṣām, f yāsām» — все пять признаков совпадают.
HK-145	AGREE	раздел «Склонение» (L239–241)	«Так же: anya‑ ... katara‑ ... katama‑»; eka‑, sarva‑, viçva‑, sva‑ — «как ya‑», но Nsg n на ‑m.
HK-146	AGREE	раздел «Морфонология» (L113)	«n перед V → nn (напр. an + i → anni)»; условие краткости предшествующей гласной явно не сформулировано (пример — с краткой).
HK-147	AGREE	раздел «Морфонология» (L125)	«оглушаются и теряют придыхание; особо: с, j₁, h₁ → k; ç, ṣ, ch, j₂, h₂ → ṭ»; зубные → t, губные → p — тем же оглушением.
HK-148	AGREE	раздел «Морфонология» (L105)	«k, ṭ, t, p озвончаются перед всяким звуком, кроме глухих согласных» (особо: +h → ggh, ḍḍh, ddh, bbh).
HK-149	AGREE	раздел «Склонение» (L176–226)	Единый столбец «Чистые окончания» для всех консонантных основ; отдельные строки лишь для NVA n (‑, ‑i, ‑ī).
HK-150	AGREE	раздел «Склонение» (L182–229)	Три ступени видны в таблице/примерах: an — Ā/a‑bhis/n‑ā; «vidvān ... vidvadbhis ... viduṣā»; прилагательные на ‑añc не упомянуты.
HK-151	SILENT	—	Правило о сохранении ‑a‑ у ‑man/‑van после согласных не дано: в таблице лишь «(a)n‑i» (L.sg) без условия; ātman — только в словнике (L476).
HK-152	AGREE	раздел «Некоторые существительные» (L476; L480)	«çvan‑ (слаб. основа çun‑) собака»; «yuvan‑ (слаб. основа уūn‑) молодой».
HK-153	AGREE	раздел «Склонение» (L228–229)	«pacantam, bhagavantam, paçumantam» при «pacatā, bhagavatā, paçumatā» — сильная ‑ant‑, слабая ‑at‑.
HK-154	SILENT	—	mahant‑ лишь в словнике (L480) и mahatī (L421); формы mahān/mahāntam и сильная основа ‑ānt‑ не приведены; искал mahān, mahānt.
HK-155	AGREE	раздел «Склонение» (L226)	«in --- Nsg m balī, NVocAsg n bali, Ipl balibhis и т.д.» — ‑i перед согласными окончаниями; balinī (L421) — ‑in‑ перед гласной.
HK-156	AGREE	раздел «Склонение» (L228–229)	«kanīyān», Asg «kanīyāṁsam», Isg «kanīyasā» — сильная ‑īyāṁs‑, слабая ‑īyas‑; V.sg на ‑yan не оговорён.
HK-157	AGREE	раздел «Словообразование» (L430)	«Степени сравнения: ‑tara‑ (сравнит.), ‑tama‑ (превосх.)» — образование дано; квантор «большинство» не обсуждается.
HK-158	AGREE	раздел «Словообразование» (L430)	«‑tara‑ (сравнит.) ... priyatara‑» — вторичный суффикс к основе; f ‑tarā отдельно не оговорена.
HK-159	AGREE	раздел «Словообразование» (L430)	«g‑īyaṁs‑ (сравнит.) ... (непосредственно от корня)» — g = ступень guṇa; частотность («реже») не обсуждается.
HK-160	SILENT	—	Синтаксис падежей при степенях сравнения отсутствует; искал «отложительн», употребление Abl.
HK-161	SILENT	—	Употребление падежей при превосходной степени не рассматривается; искал родительный/местный при превосходной.
HK-162	SILENT	—	çreyaṁs‑, bhūyaṁs‑ есть в словнике с пометой compar. (L480), но правило о прилагательных только в степенях сравнения не сформулировано.
HK-163	SILENT	—	Местоименно склоняются лишь anya, katara, katama, eka, sarva, viçva, sva (L239–241); о степенях сравнения от предложных основ ничего; apara — лишь словник.
HK-164	AGREE	раздел «Морфонология» (L125; L105)	«ç, ṣ, ch, j₂, h₂ → ṭ» в конце словоформы; перед bh‑ (внешние сандхи при ‑bhis) ṭ озвончается в ḍ; j₁/h₁ → k — «иногда» утверждения.
HK-165	SILENT	—	dik/digbhis, diç/dṛç/spṛç как исключения не упомянуты; общее правило ç → ṭ (L125) с оговоркой «некоторые редкие случаи опущены».
HK-166	AGREE	раздел «Морфонология» (L125; L105)	Конечные шумные «оглушаются и теряют придыхание», перед bh‑ озвончаются (внешние сандхи действуют перед ‑bhis) — без придыхания.
HK-167	AGREE	раздел «Склонение» (L228–229)	«durmanās» (Nsg m) при Asg «durmanasam» — удлинение гласного суффикса в N.sg; uṣas (f) — в словнике.
