key	verdict	locus	note
karaka-case:99	AGREE	§ 206 (L2812)	rājā… hanti = «rajñā mṛgo hanyate»; G. агенса: «посланный кем (при причастиях и других отглагольных именах» (§72) — распределение Nom/Ins/Gen по конструкции.
karaka-case:146	SILENT	—	О тексте Уитни (§§261–320); З. Уитни в изложении падежей не цитирует (только библиография, L3046). Сам он тоже идёт от падежа (§72), но вердикт по сути — о Уитни. Искал: Уитни/Whitney.
karaka-case:162	AGREE	§ 206 (L2812)	«rajñā mṛgo hanyate царём убивается олень» — пациенс в номинативе как подлежащее пассивной клаузы (mṛgo).
voice:23	AGREE	§ 109 (L1812)	«Залог: действительный (актив — act.; индийское название parasmaipada)», средний (ātmanepada), страдательный — трёхчленная система; термина karmaṇi нет.
voice:69	AGREE	§ 206 (L2812)	«rajñā mṛgo hanyate царём убивается олень» — агенс пассива в творительном; тж. §72: «царем послано войско».
voice:128	AGREE	§ 109 (L1814)	«действие направлено на сам субъект… или производится для него, в его интересах»; выбор лексичен: «Очень многие глаголы имеют только активные формы»; два набора окончаний — §115.
voice:131	AGREE	§ 160 (L2492)	«пассив принимает окончания med.», основа = корень + ya (kriyate); вне презенса «используется просто med.» + причастия (§§161–162); плюс особая форма 3 sg аориста на -i.
HK-1	SILENT	—	Искал «аорист» (§§ 109, 139–147): 7 типов и значения описаны, но об охвате корней, ведийской доле и редкости в санскрите — ничего.
HK-2	AGREE	§ 209 (L2830)	«частицы cit, cana, api равносильны русским -либо, -нибудь, -то»: kiṁcana, kadācit — частица неизменна при вопросительной части; ca в этой функции не назван.
HK-3	AGREE	§ 173 (L2590)	Суффиксы -ya- (ред. -tya-), -tavya-, -anīya-; kārya-, kṛtya-, kartavya-, karaṇīya- «различающиеся лишь некоторыми оттенками значения».
HK-4a	AGREE	§ 157 (L2462)	«равна корню в ступени guṇa + sya (у корней seṭ iṣya)» — единое правило; у производных та же схема от основы презенса (§ 137).
HK-4b	DISAGREE	§ 157 (L2462)	Распределение иное: «у корней seṭ iṣya», не по дифтонгам (ne-ṣyati при e, § 63); совпадает лишь «все корни на ar имеют соединительное i».
HK-5	SILENT	—	Аорист 2 описан (§ 141), но без слов о наибольшей распространённости и без правила «обычно от корней на согласную»; §§ 139–147 без частотных оценок.
HK-6	AGREE	§ 115 (L1940)	«причастие pacamāna- (m, n), -ā- (f)»; пассив chidyamāna- (§ 160); у причастий f только на -ā (§ 180) — склонение по a/ā-основам.
HK-7	SILENT	—	Искал о преобладании гласных (§§ 3, 21–22: состав, фонемы) — частотных утверждений об a/ā нет.
HK-8	AGREE	§ 21 (L360)	«Фонема /ṝ/ встречается очень редко»; о ḹ: «но он реально не встречается» (§ 3).
HK-9	AGREE	§ 43 (L610)	«Конечные k, ṭ, t, p озвончаются перед всяким звуком, кроме глухих согласных» — т. е. и перед звонкими шумными, y/r/v и гласными.
HK-10	AGREE	§ 228 (L2920)	Безударны «все личные формы глагола без преверба»; энклитики-частицы и местоимения — § 227; оговорка: в придаточном глагол ударен.
HK-11	AGREE	§ 44 (L636)	Перед звонкими (кроме r) и гласными «s (не после a, ā) и r (во всех случаях) выступают в виде r».
HK-12	AGREE	§ 82 (L1078)	«Этот наиболее распространенный тип склонения» (тематический, основы на a).
HK-13	AGREE	§ 75 (L1034)	В среднем роде единая форма N.V.A. во всех числах: «нуль (но у основ на a — -m)», du -ī, pl -i; ср. vanam/vane/vanāni (§ 82).
HK-14	AGREE	§ 83 (L1118)	Тип на ā дан только для женского рода: «Образец: senā- (f) войско»; оговорка: корневые односложные на ā бывают m (soma-pā-, § 97).
HK-15	AGREE	§ 109 (L1808)	«имперфект — нейтральный способ выражения действия в прошлом» (иногда с оттенком длительности).
HK-16	AGREE	§ 85 (L1222)	«devī- (f) богиня; vadhū- (f) невеста» — тип только f; оговорка: корневые на ī/ū в сложениях бывают m (khala-pū-, § 98).
HK-17	SILENT	—	Искал «императив», «2-е лицо» (§§ 109, 115, 122–136) — о преимущественной употребительности форм 2 л. императива ничего.
HK-18	AGREE	§ 115 (L1878)	Парадигма: «pacāmi, pacāvaḥ, pacāmaḥ», pacāni/pacāva/pacāma — ā в 1-м лице; «Класс I (самый многочисленный)» (§ 117).
HK-19	SILENT	—	Искал «IX класс» (§ 136): badhnā- от √bandh показывает утрату носового в слабой ступени, но тезиса о большинстве корней IX на носовой+согласная нет.
HK-20	AGREE	§ 123 (L2014)	Особые окончания основ с удвоением (класс III): 3 pl «chind-anti (dad-ati)», dad-atu; juhvati (§ 132) — без n.
HK-21	AGREE	§ 34 (L486)	«ç, ṣ, ch, j2, h2 дают k перед s» (также c, j1, h1 → k); s суффикса → ṣ по § 35: vakṣyati, dvekṣyati, dhokṣi.
HK-22	AGREE	§ 81 (L1072)	«утрата конечных r и n — N.sg dātā, pitā, rājā, balī»; парадигмы §§ 86–87: dātā, pitā, mātā.
HK-23	AGREE	§ 109 (L1800)	«сравнительно редко употребляемые прекатив, инъюнктив и кондиционалис».
HK-24	AGREE	§ 113 (L1854)	«придыхательная заменяется соответствующей непридыхательной»: da-dhāra, bi-bhāya; ср. babhūva (§ 154).
HK-25	DISAGREE	§ 151 (L2380)	Не «от всех»: «Корни с начальной долгой гласной перфектной основы не образуют» (кроме √āp); такие корни дают описательный перфект (āsām cakre, § 156).
HK-26	AGREE	§ 153 (L2440)	Без i только «образцу √kar — только √bhar, √sar, √var, √stu, √çru, √sru, √dru»; прочие — с i (yuyujiva, yuyujitha…).
HK-27	AGREE	§ 206 (L2812)	«rājñā mṛgo hanyate» ‘царём убивается олень’ — агенс в I., объект в N.; согласование видно из примеров, отдельной формулировки нет.
HK-28	AGREE	§ 206 (L2816)	«Безличная пассивная конструкция возможна даже для непереходных глаголов»: gamyatām, tvayā sthiyatām — 3 sg.
HK-29	AGREE	§ 162 (L2512)	«Ступень корня — слабая»; основной суффикс -ta- (перед ним возможно i), -na- реже; ударение на суффиксе: kṛ-tá-, gīr-ṇá- (§ 225).
HK-30	AGREE	§ 106 (L1738)	«N.sg sarvaḥ, sarvā, sarvam, в остальном как ya-» — прономинальное склонение, но N.(A.)sg n sarvam, а не форма на -t.
HK-31	AGREE	§ 32 (L466)	«все элементы этого сочетания, кроме первого, отпадают»; единичные отклонения источник сам метит «вопреки § 32» (amārṭ, açāt, § 129).
HK-32	AGREE	§ 92 (L1438)	Образцы существительных — только n: «manas- (n)…, āyus- (n)»; имена действия на -as — n, «Имена деятеля редки» (§ 174, п. 3).
HK-33	AGREE	§ 108 (L1774)	«Дальнейшие числительные не различают родов» (после catur); tri: trayaḥ/trīṇi по типу i-основ, f tisraḥ, tisṛbhiḥ (таблица § 108).
HK-34	AGREE	§ 191 (L2698)	Первичные сложения «синтаксически эквивалентны своему последнему члену»; оговорки: собирательные dvandva/dvigu — sg n (§§ 192–193), bahuvrīhi — прилагательное.
HK-35	AGREE	§ 192 (L2706)	«склоняется в du или pl, в соответствии с фактическим числом предметов»: çayyāsanabhogāḥ (3 основы — pl); отдельного правила «всегда» для 3+ нет.
HK-36	SILENT	—	Искал «каузатив», «переходн» (§ 167): образование, значение, управление есть; «всегда переходны» и неполный охват корней не утверждаются.
HK-37	DISAGREE	§ 170 (L2574)	Редкость подтверждена («употребляются довольно редко»), но не только от корней на согласную: «roravīti, rorūyate вопит от √ru» — гласный корень.
HK-38	AGREE	§ 140 (L2232)	Корневой аорист 1 «возможен только у корней на ā и у √bhū только в act.».
HK-39	AGREE	§ 149 (L2370)	«В med. (который в послеведийский период почти не встречается)».
HK-40	SILENT	—	Искал «преверб» (§§ 199–200): только примеры praty-ā-gachati, sam-abhy-ā-gachati; правила контактной/дистантной позиций при двух префиксах нет.
HK-41	SILENT	—	Искал доли/проценты (§§ 199–201) — статистики групп префиксальных глаголов нет.
HK-42	SILENT	—	Искал «a (перед гласной an) не», отрицание (§§ 200, 211): префикс описан, статистики долей и абстрактности нет.
HK-43	AGREE	§ 4 (L76)	Пять рядов смычных (гуттуральные, палатальные, церебральные, зубные, губные) с делением глухие/звонкие и по придыхательности; таблица «в основном соответствует индийской грамматической традиции».
HK-44	AGREE	§ 4 (L76)	Слабый звук типа англ. h: «глухим после глухого основного элемента и звонким после звонкого».
HK-45	AGREE	§ 44 (L628)	«Перед паузой… s и r дают ḥ»; перед k/kh/p/ph и фрикативными глухими тоже ḥ (§ 44, п. 2); ḥ = висарга (§ 4).
HK-46	AGREE	§ 75 (L996)	«N. -s (но у некорневых имен на ā, ī, ar, n — нуль)»; devaḥ (§ 82); частотного вывода о висарге источник не делает.
HK-47	DISAGREE	§ 43 (L624)	Без исключения для губных: «переходит в ṁ (но перед губной согласной возможно также сохранение m)» — saṁbandhaḥ (или sambandhaḥ), т. е. ṁ и перед губными.
HK-48	AGREE	§ 75 (L1000)	«A. -am (но у некорневых имен после гласной — -m)»; частотного вывода об анусваре источник не делает.
HK-49	AGREE	§ 6 (L118)	«представляет собой назализацию предшествующей гласной», «встречается почти исключительно» в случаях § 43, п. 2; о долготе не говорит (tasmim̐l — краткий i).
HK-50	AGREE	§ 3 (L70)	«краткие a, i, u; долгие ā, ī, ū», ṛ/ṝ — отдельные фонемы (§ 22); но пара к ḷ нереальна: «он реально не встречается».
HK-51	AGREE	§ 3 (L70)	e, o — долгие: «соответствующих кратких гласных нет»; чередование i/e/ai, u/o/au — таблица § 50; о дифтонгическом происхождении прямо не сказано.
HK-52	SILENT	—	Искал о ṛ (§§ 3, 20–21, 50: сочетаемость, фонемы, чередования) — частотно-позиционных утверждений о ṛ в середине слова нет.
HK-53	AGREE	§ 201 (L2788)	«su-kavi- хороший поэт, su-ghora- очень страшный»; su = «хороший, хорошо, очень» (§ 200).
HK-54	AGREE	§ 10 (L152)	«пробел после слов, оканчивающихся на гласную…, ṁ или ḥ» — прочие (на согласную) пишутся слитно со следующим.
HK-55	AGREE	§ 43 (L610)	Термин не употреблён, но правила именно регрессивны: озвончение перед следующим звуком; «t уподобляется во всех отношениях, кроме придыхания, последующим l, c, ch, j…».
HK-56	AGREE	§ 43 (L610)	«t уподобляется во всех отношениях, кроме придыхания, последующим l, c, ch, j» (и jh, ṭ, ṭh, ḍ, ḍh): tal labdhvā, tasmāj janāt.
HK-57	AGREE	§ 43 (L612)	«наиболее обычен такой переход для t»: tan nāma; оговорка: факультативно (реже tad nāma).
HK-58	AGREE	§ 43 (L610)	«сочетание t + ç дает cch (допустимо также cç)»: tac chatam.
HK-59	AGREE	§ 44 (L628)	«Перед паузой… s и r дают ḥ» — т. е. в конце предложения в прозе и стиха в поэзии: açvaḥ, punaḥ.
HK-60	AGREE	§ 44 (L630)	«s — перед t, th; ṣ — перед ṭ, ṭh; ç — перед c, ch; ḥ — перед прочими» глухими (k, kh, p, ph, ç, ṣ, s).
HK-61	AGREE	§ 44 (L638)	«Перед r s (не после a, ā) и r исчезают, удлиняя предшествующую гласную», если она краткая: agnī rocate, punā roditi.
HK-62	AGREE	§ 41 (L582)	«Две однородных… гласных сливаются в одну долгую»: tasyāçvaḥ, devīva, sūktam.
HK-63	AGREE	§ 41 (L584)	«a(ā) + i(ī) → e … a(ā) + o(au) → au», a(ā)+ṛ → ar: kanyeva, rājovāca, mahārṣiḥ, upaiti.
HK-64	AGREE	§ 41 (L598)	«Перед неоднородной гласной i(ī) → y, u(ū) → v, ṛ → r»: ity uktvā, astv iha, pitrarthe.
HK-65	AGREE	§ 43 (L624)	«Конечное m перед согласной переходит в ṁ»; перед губной возможно и сохранение m; перед гласными изменений не предусмотрено.
HK-66	AGREE	§ 109 (L1794)	Список категорий личных форм: «1. Лицо… 2. Число… 3. Наклонение… 4. Время… 5. Залог» — те же пять.
HK-67	AGREE	§ 109 (L1814)	«имеют только активные формы, значительное число — только медиальные»; термина ubhayapada нет, но у прочих глаголов оба залога.
HK-68	AGREE	§ 160 (L2492)	«Пассив морфологически независим от соответствующих форм act. и med.» — особая основа на -ya; ср. §109 о словообразовательном характере залогов.
HK-69	AGREE	§ 224 (L2904)	Ведийское ударение: «в сильных формах оно падает на основу, в слабых — на окончание»; у тематических основ колонное ударение (§232).
HK-70	SILENT	—	искал: личные местоимения при спряжении, опущение подлежащего — в §§104, 203–220 такого правила нет
HK-71	AGREE	§ 115 (L1878)	Парадигма: «pacāmi… pacāvaḥ… pacāmaḥ» — долгое ā в формах 1-го лица; но термин «сильная форма» и правило удлинения З. не формулирует.
HK-72	SILENT	—	искал: «двойственное число», «парные предметы» — §71 лишь перечисляет числа, употребление du не описано
HK-73	AGREE	§ 71 (L946)	Семь падежей плюс «особая звательная форма… включается в список падежей» — итого восемь падежных форм.
HK-74	AGREE	§ 74 (L982)	«подразделяются на ряд типов склонения в зависимости от того, на что оканчивается… основа»; первичное деление у З. — обычные/корневые.
HK-75	AGREE	§ 82 (L1078)	Образцы deva- (m), vana- (n); «Прочие падежи — как в мужском роде»: m и n расходятся только в N.V.A.
HK-76	AGREE	§ 75 (L1016)	Единые окончания: pl «N. V. -as», «D. Abl. -bhyas» — во всех типах склонения N.V. и D.Abl. pl совпадают.
HK-77	AGREE	§ 44 (L642)	«Конечное as перед звонкими согласными дает o; перед гласной a оно также дает o»; перед прочими гласными as→a; ās→ā (п.6).
HK-78	AGREE	§ 76 (L1044)	«Соединительные элементы n и y… между гласной основы и гласной окончания»; y после основ на a, ā; n — в G.pl и др.
HK-79	AGREE	§ 75 (L1012)	«I. D. Abl. -bhyām… G. L. -os… D. Abl. -bhyas… G. -ām… L. -su» — все пять совпадают (в G.pl вставное n у гласных основ).
HK-80	AGREE	§ 35 (L496)	«После k, r и любой гласной, кроме a и ā… s… переходит в ṣ»; ср. deveṣu (§82) при senāsu (§83).
HK-81	AGREE	§ 73 (L968)	«нет отчетливой формальной границы между существительными и прилагательными»; «показатели склонения… одинаковы».
HK-82	AGREE	§ 112 (L1846)	«имеется префикс a-, называемый аугментом» (имперфект, аорист, кондиционалис); §231: «Аугмент всегда несет ударение».
HK-83	AGREE	§ 199 (L2768)	«преверб предшествует аугменту: sam-abharat, vy-adadāt, anv-akarot».
HK-84	AGREE	§ 115 (L1900)	«paceyuḥ», «paceran», «paceyāthām», «paceyātām»; атематически chind-y-uḥ, chind-ī-ran (§123).
HK-85	AGREE	§ 85 (L1260)	«lakṣmī-… tantrī-… имеют N.sg lakṣmīḥ, tantrīḥ».
HK-86	AGREE	§ 180 (L2630)	«у прилагательных преобладает -ā-…, у существительных — -ī-»; об одушевлённости З. не говорит, суть (сущ. на -ī) совпадает.
HK-87	AGREE	§ 180 (L2630)	«У имен на -aka- женский род обычно на -ikā-: pācaka- — pācikā-».
HK-88	AGREE	§ 62 (L844)	У неполноизменяемых «представлена одна и та же ступень» (подтип-1 — guṇa/vṛddhi); §67: «Корни ряда A₁ обычно неполноизменяемы».
HK-89	SILENT	—	искал: род/преобладание родов у основ на -i и -u — §84 даёт образцы всех родов, распределения нет
HK-90	AGREE	§ 84 (L1190)	«Основы на u склоняются (за исключением L.sg) точно так же» — те же окончания при замене i→u (L.sg у обоих -au).
HK-91	AGREE	§ 97 (L1552)	Один корневой набор окончаний: «N.V. -pāḥ, A. -pām, I. -pā, D. -pe» = dhiyam, dhiyā, dhiye (§98); у ī/ū есть и усиленные варианты.
HK-92	AGREE	§ 116 (L1950)	«10 классов: 4 тематических (I, IV, VI, X) и 6 атематических»; у З. это классы основ презенса, не глаголов (примеч. 23).
HK-93	DISAGREE	§ 117 (L1962)	Guṇa — формула лишь I класса; «Класс VI: корень в слабой ступени. Примеры: tuda- от √tud», IV: yudhya- — против квантора.
HK-94	AGREE	§ 117 (L1962)	«Класс VI: корень в слабой ступени» + тематическое a; ударение §232: «VI tudá-».
HK-95	AGREE	§ 118 (L1968)	«çrāmya- от √çram (ряд M₂)», «dīvya- от √dīv (div)»; у З. это слабая ступень M₂ (bhram — M₂, §66) и запись √dīv (§56), итог тот же.
HK-96	AGREE	§ 168 (L2558)	«X класс (с формулой основы презенса корень + aya)»; §234: «Каузативы (и X класс): bodháya-».
HK-97	AGREE	§ 126 (L2106)	«Атематическое спряжение включает классы II, III, V, VII, VIII, IX».
HK-98	AGREE	§ 122 (L1996)	«В так наз. сильных формах выступает guṇa, слабых — слабая ступень»; у неполноизменяемых корней обе основы совпадают (§127).
HK-99	AGREE	§ 123 (L2076)	«в сильных формах ударение на чередующемся элементе, в слабых — правее» (на окончании или формообразующем суффиксе); ср. §224.
HK-100	SILENT	—	искал: «непродуктивный», судьба II класса — лишь «класс I самый многочисленный» (§117), об угасании II класса ничего
HK-101	AGREE	§ 135 (L2188)	«Основа равна корню в слабой ступени + суффикс no/nu (no в сильных формах, nu в слабых)».
HK-102	AGREE	§ 134 (L2176)	Корни VII — только «оканчивающиеся на шумную согласную»; «вставлен инфикс na/n (na в сильных формах, n в слабых)».
HK-103	AGREE	§ 123 (L2048)	Парадигма med.: «chind-ate», «a-chind-ata», «chind-atām» — без n (ср. тематические pacante, pacantām).
HK-104	DISAGREE	§ 135 (L2192)	«-dhi после согласных» верно (chind-dhi); «нулевое окончание в 2 sg imper.» — у V/VIII на гласную (sunu, kuru), а VII имеет -dhi: runddhi, yun̄gdhi.
HK-105	AGREE	§ 127 (L2112)	«У неполноизменяемых корней, например… √yā… обе основы совпадают»; лишь 3 pl ipf. ayuḥ теряет ā по сандхи §55 (§128).
HK-106	AGREE	§ 129 (L2128)	«чередования an/a/n… и h/gh (§57): … ghnanti»; aghnan, ghnantu выводимы по §124; §57: gh «везде, где ожидается hn».
HK-107	AGREE	§ 135 (L2194)	«kurmaḥ, kurutha, kurvanti… imper. kuru»; «у kuru- опускается обязательно, причем кроме m, v также перед y».
HK-108	AGREE	§ 157 (L2462)	«Основа простого будущего… равна корню в ступени guṇa + sya»: chetsya- (√chid), dhokṣya- (√duh).
HK-109	AGREE	§ 34 (L490)	«√vas + sya + ti → vatsyati»; по §34А d, dh → t и «s… переходит в t перед s, принадлежащим к суффиксу»; chetsyati.
HK-110	AGREE	§ 175 (L2604)	«-tar- (у корней seṭ -itar-); корень в guṇa»; §63 ставит -tar- и будущее -sya- в один список seṭ-чувствительных форм.
HK-111	AGREE	§ 180 (L2632)	«женский род образуется суффиксом -ī-, например: dātrī-» — -ī к слабой ступени (dātr-).
HK-112	AGREE	§ 79 (L1058)	«Подтип dātar: vṛddhi во всех сильных формах»; «подтип pitar: … в прочих сильных формах guṇa» — dātāram против pitaram.
HK-113	AGREE	§ 159 (L2472)	«N.sg имени деятеля на -tar- и… √as… (в 1-м и 2-м лицах; в 3-м лице выступает просто имя деятеля)».
HK-114	AGREE	§ 113 (L1852)	«В перфекте и в некоторых других формах перед корнем имеется… удвоительный слог»; презенс III, аорист 3, дезидератив, интенсив.
HK-115	AGREE	§ 113 (L1854)	«придыхательная заменяется… непридыхательной; k и kh заменяются на c; g, gh и h — на j».
HK-116	AGREE	§ 109 (L1808)	«В более поздний период все три формы становятся практически равнозначными» — перфект сближается с имперфектом.
HK-117	AGREE	§ 150 (L2376)	«в 3 sg vṛddhi у открытых корней, а также у корней ряда A₁, оканчивающихся на одиночную согласную».
HK-118	AGREE	§ 153 (L2394)	«dadau (NB)» в 1 и 3 sg; «Образцу √dā следуют все корни на ā»; слабые формы dadiva, dadima — без ā.
HK-119	AGREE	§ 152 (L2384)	«слабая основа перфекта образуется без удвоения, но с заменой корневого a на e» (seduḥ, tenuḥ); pet- назван в §57.
HK-120	AGREE	§ 156 (L2456)	«Все производные глаголы, а также… с начальной долгой гласной»; пример āsām cakre от √ās; vid не упомянут (у него veda, §154).
HK-121	AGREE	§ 156 (L2456)	«форма на -ām в сочетании с перфектом вспомогательного глагола √kar или √as, реже √bhū».
HK-122	AGREE	§ 104 (L1672)	«Формы mā, me, tvā, te, naḥ, vaḥ — энклитические»; в du «в A., D. и G. энклитические формы nau, vām».
HK-123	AGREE	§ 63 (L854)	«корни делятся на типы: 1) aniṭ; 2) seṭ; 3) смешанный»; «важнейшим подтипом… является так наз. veṭ».
HK-124	AGREE	§ 164 (L2522)	«Инфинитив равен корню в ступени guṇa + tum (у корней seṭ itum)»: dātum (ā остаётся), chettum, bhavitum.
HK-125	AGREE	§ 165 (L2524)	«-ya (но после краткой гласной -tya)» у глаголов с превербом; «Ступень корня — слабая»: -chidya, -çrutya, -jitya.
HK-126	AGREE	§ 36 (L514)	Таблица: «k, kh, g, c, j₁» + t → «kt»; «p, ph, b» + t → «pt» (vaktum, yoktum).
HK-127	AGREE	§ 36 (L536)	«gh, h₁ → gdh; dh → ddh; bh → bdh» перед t/th/dh (dogdhum, boddhum, labdhum); но h₂ даёт ḍh: leḍhum, voḍhum.
HK-128	AGREE	§ 105 (L1682)	Склонение ta- озаглавлено «тот, он» — само употребление в роли 3-го лица; ср. энклитич. ena- «он» (§106).
HK-129	AGREE	§ 160 (L2494)	«Основа презенса пассива равна корню в слабой ступени + ya»; ударение на суффиксе: chidyá- (§232), pacyáte.
HK-130	AGREE	§ 55 (L790)	«пассив jī-yate, sthī-yate, çrū-yate, kri-yate»; ā→ī и hū- — § 160 (dīyate, hūyate от √hvā); пассив çī (śayya-) не упомянут.
HK-131	SILENT	—	Искал jan/tan и пассив на -an: § 55 п.4 даёт gam-yate/han-yate; jāya- в § 118 — презенс IV кл.; о двух основах пассива janyá-/jāyá- ни слова.
HK-132	AGREE	§ 206 (L2816)	«Безличная пассивная конструкция возможна даже для непереходных глаголов» (gamyatām — 3 sg); квантор «всегда» не оговорён.
HK-133	AGREE	§ 160 (L2500)	«chidyamāna- *рассекаемый*» — причастие от основы пассива с -māna (спряжение как med.).
HK-134	AGREE	§ 106 (L1734)	«ena- ... имеющее практически только формы А.»; дефектность та же, но I.sg и G.L.du у З. не перечислены.
HK-135	AGREE	§ 52 (L746)	«стоит сонант y, v или r, возникают двойные чередования» — samprasāraṇa в рядах A1/A2 (i/u/ṛ ~ ya/va/ra).
HK-136	AGREE	§ 36 (L530)	«Звонкая придыхательная или h + t, th или dh» → gdh/ddh/bdh (boddhum, labdhum) — озвончение с перераспределением придыхания.
HK-137	AGREE	§ 162 (L2514)	«bhrānta- от √bhram (ряд M2)» — ām + ta с m→n (§ 39 п.1); kram, çram — тот же ряд M2 (§ 66).
HK-138	AGREE	§ 162 (L2508)	«пассивное значение только у переходных глаголов», «sthita- *вставший*, mṛta- *умерший*».
HK-139	AGREE	§ 106 (L1734)	«склоняется как ta-, но только без смены согласных в основе»; N.sg yaḥ, yā, yat.
HK-140	AGREE	§ 181 (L2648)	«madīya- *мой* от mad-»; основы на d перед -īya- (mad-, tvad-, asmad-, yuṣmad-) — § 107.
HK-141	AGREE	§ 163 (L2520)	«Добавлением -vant- к основе причастия на -ta-» = активное прич. прош.; -(i)vaṁs- от слабой основы перфекта — § 155 (yuyujvaṁs-).
HK-142	AGREE	§ 115 (L1902)	тематич. «pacant-»; атематич. «chind-ant-» (§ 123, слабая основа); нюанс: основы с удвоением дают -at (dadat-).
HK-143	AGREE	§ 123 (L2072)	атематич. «chind-āna-»; тематич. pacamāna- — § 115 (L1940).
HK-144	AGREE	§ 105 (L1692)	«tasmai», tasmāt, tasmin, f tasyai/tasyāḥ/tasyām, N.pl te, G.pl teṣām — все элементы налицо в парадигме ta-.
HK-145	AGREE	§ 106 (L1734)	«Этому образцу следуют: ... anya-, anyatara-, itara-, katara-»; sarva-, viçva-, eka- — там же (L1738).
HK-146	AGREE	§ 43 (L616)	«Конечное n ... после краткой гласной перед последующей гласной удваивается» (bharann eva); у З. как норма, без «может».
HK-147	AGREE	§ 34 (L478)	«k, kh, g, gh, c, j1, h1 → k», «ṭ, ṭh, ḍ, ḍh → ṭ», зубные → t, губные → p — в конце словоформы и перед s.
HK-148	AGREE	§ 43 (L610)	«Конечные k, ṭ, t, p озвончаются перед всяким звуком, кроме глухих согласных».
HK-149	AGREE	§ 88 (L1324)	«окончания почти полностью единообразны»; «Средний род отличается от мужского только в N.V.A.» (L1336).
HK-150	AGREE	§ 94 (L1508)	«в сильных формах -vāṁs- ..., в средних -vat-, в слабейших -uṣ-»; та же трёхстепенность у an-основ (§ 89) и añc (§ 95).
HK-151	AGREE	§ 89 (L1380)	«согласную + man или van, то в слабейших формах a перед n сохраняется» (ātmanā, parvaṇā).
HK-152	AGREE	§ 89 (L1382)	«имеют основы çun-, yūn-»; у З. уточнение: в слабейших формах (перед гласными окончаниями).
HK-153	AGREE	§ 91 (L1406)	«I.sg pacatā, dadatā, I.pl pacadbhiḥ» при A.sg pacantam — сильная -ant, слабая -at; keçavant- (vant/mant) тот же тип.
HK-154	AGREE	§ 91 (L1434)	«mahān, V.sg mahan, A.sg mahāntam» — сильная основа mahānt- (подтип dātar).
HK-155	AGREE	§ 90 (L1390)	«Чередование in/i/ī по аналогии с an/a/ā»: balinam/balinā перед гласными, balibhiḥ/baliṣu перед согласными.
HK-156	AGREE	§ 93 (L1492)	«kanīyān», A.sg kanīyāṁsam — сильная -yāṁs; I.sg kanīyasā — слабая -yas; краткое -yan лишь в V.sg (kanīyan).
HK-157	AGREE	§ 185 (L2662)	«Степени сравнения. Обычные суффиксы --- -tara- ..., -tama-»; квантор «большинство качественных» З. не формулирует.
HK-158	AGREE	§ 185 (L2664)	«Обычные суффиксы --- -tara- (сравнит.)» — к основе; f -tarā отдельно не оговорена (общее f на -ā у прилагательных, § 180).
HK-159	AGREE	§ 185 (L2666)	«Реже встречаются ... -īyaṁs- ... к его корню (взятому в ступени guṇa)»; есть и краткий вариант -yaṁs-.
HK-160	AGREE	§ 72 (L960)	в функциях Abl.: «сильнее *меня*» — сравнительная с отложительным падежом.
HK-161	AGREE	§ 72 (L962)	G.: «лучший *из людей*»; местный падеж при превосходной у З. не показан.
HK-162	AGREE	§ 185 (L2668)	«нет исходного прилагательного: çreyaṁs-, çreṣṭha-; jyāyaṁs-»; там же kanīyaṁs-, bhūyaṁs-.
HK-163	AGREE	§ 106 (L1740)	«следуют прилагательные pūrva-, avara, uttara-, adhara-» (образец sva-) — местоименно, с допуском форм по § 82.
HK-164	AGREE	§ 100 (L1616)	«dviṭ, dviṣam, dviṣā, dviḍbhiḥ, dviṭṣu»: финально и перед su — ṭ, перед bh — ḍ; но перед суффиксальным s у З. k (dvekṣi, § 34).
HK-165	AGREE	§ 34 (L492)	«основы diç-, dṛç, spṛç- в конечном положении дают dik, dṛk, spṛk»; digbhis, dikṣu — § 100.
HK-166	AGREE	§ 100 (L1616)	abudh-: «I.pl abhudbhiḥ» — dh теряет придыхание перед bh (с переносом на начальный слог); отдельного правила нет, дано парадигмой.
HK-167	AGREE	§ 92 (L1480)	durmanas- m/f: «N. durmanāḥ» — удлинение суффиксального гласного в N.sg несреднего рода; sumanās/uṣās не даны.
HK-168	AGREE	§ 100 (L1620)	«Чередование ступеней представлено только у слов: pad- ... ap-» — прочие корневые на согласную без изменений; сама dvār- лишь в лексике (§ 239).
HK-169	AGREE	§ 100 (L1618)	«имена на ir, ur удлиняют корневую гласную» при нулевом или согласном окончании: gīḥ, gīrbhiḥ, но giram.
HK-170	AGREE	§ 96 (L1550)	«характерна роль последней части сложного слова» — сказано о корневых именах вообще, про -h отдельно нет.
HK-171	AGREE	§ 102 (L1636)	«имеется параллельная тематическая основа» (pad-/pāda-, pur-/pura-); тип на -a растёт и вытесняет атематический.
HK-172	AGREE	§ 180 (L2632)	«на ar, an, in, ant, at, yaṁs, vaṁs, añc женский род образуется суффиксом -ī-»; край квантора: у основ на as и корневых f = m.
HK-173	AGREE	§ 180 (L2632)	«rājñī- *царица*», viduṣī-, nīcī- — -ī к слабейшей ступени; правило дано примерами.
HK-174	DISAGREE	§ 180 (L2634)	«от атематических основ презенса: chindant- --- chindatī» — у З. атематические дают -atī (слабую ступень), не -antī; -antī лишь у тематических (кроме VI).
