rank	run	span	file	line	score	style	severity	type	finding	suggestion
39	gasuns2026-27-art-omonim-01	p008	О записи омонимии корней в словарях древнеиндийского языка.mdx	18	13	toporov-etym	minor	missing_iast_on_first_mention	Корень √dā впервые упоминается в сегменте p008 без транслитерации IAST; согласно стилю, санскритские формы должны даваться в IAST при первом появлении.	Укажите корень как √dā (IAST) уже в аннотации: 'корень √dā и его омонимы'.
39	gasuns2026-27-art-omonim-01	p008	О записи омонимии корней в словарях древнеиндийского языка.mdx	18	13	toporov-etym	info	unsupported_semantization	Фраза 'автор на примере корня √dā и его омонимов показывает, что между словарями даже одного автора нет никакой связи и последовательности' — стиль Топорова требует осторожных формулировок: слово 'никакой' слишком категорично.	Замените 'нет никакой связи и последовательности' на 'не прослеживается последовательной связи'.
39	gasuns2026-27-art-omonim-01	p008	О записи омонимии корней в словарях древнеиндийского языка.mdx	18	13	tronsky-readings	minor	missing_source	В аннотации утверждается «Впервые в мировой науке приводится статистика». Это сильное заявление, требующее подтверждения ссылкой на предшествующую литературу или хотя бы указания, что проверка по базам данных не выявила аналогичных работ.	Добавить сноску: «Насколько нам известно, предшествующих статистических исследований по данному корпусу не проводилось (проверка по ...)». Или указать источник, если это не так.
39	gasuns2026-27-art-omonim-01	p008	О записи омонимии корней в словарях древнеиндийского языка.mdx	18	13	zaliznyak-method	major	missing_source	Утверждение 'между словарями даже одного автора нет никакой связи и последовательности в использовании номеров' не подкреплено конкретными примерами сопоставления словарей одного автора. Требуется указать, какие именно словари одного автора сравнивались, и привести хотя бы один показательный пример расхождения номеров внутри одного авторского корпуса.	Добавьте сопоставительную таблицу номеров омонимов корня √dā в разных словарях одного автора (например, PWG и PWK у Бётлинга) с пояснением, в чём именно состоит непоследовательность.
40	gasuns2026-04-obzor-01	p017	02_gasuns-dhatu-PhD-text2.mdx	395	12	elizarenkova-veda	minor	missing_context_of_hymn	Упоминание «ведийских корней» без отсылки к конкретному гимну или ведийскому контексту. Стиль Елизаренковой требует указывать место в тексте (мандала, гимн, стих) при обсуждении ведийского материала.	Уточнить: «...огромного количества санскритских (в том числе исключительно ведийских, например, корень *dīdhī-* в РВ I.1.1) корней».
40	gasuns2026-04-obzor-01	p017	02_gasuns-dhatu-PhD-text2.mdx	395	12	lidova-commentary	minor	weak_genre_framing	Упоминается «статистический метод» Уитни, но не объясняется, как этот метод соотносится с традиционным индийским подходом. В стиле Лидовой важно различать технический и аналитический комментарий: Уитни использует аналитический подход, а традиция — технический.	Добавьте: «Уитни применил аналитический комментарий, противопоставив его традиционному техническому описанию корней в дхатупатхах; тем самым он поставил под вопрос саму легитимность индийской комментаторской практики».
40	gasuns2026-04-obzor-01	p017	02_gasuns-dhatu-PhD-text2.mdx	395	12	tronsky-readings	major	weak_parallel	Утверждение, что Уитни 'совершил определенный переворот' и 'рассматривал низкую словообразовательную производительность глагольных корней как аргумент в доказательство фиктивности', является сильной интерпретацией, не подкрепленной прямой цитатой из Уитни. В стиле Tronsky-Readings необходимо четко отделять мнение автора обзора от позиции реферируемого исследователя.	Ввести прямую цитату из Уитни (1885: iii–v) или его собственное высказывание о методе, а затем уже комментировать. Например: 'Ср. заявление Уитни: «...» (Whitney 1885: x). Отсюда следует, что он считал редкость свидетельством ненадёжности.'
40	gasuns2026-04-obzor-01	p017	02_gasuns-dhatu-PhD-text2.mdx	395	12	zaliznyak-method	major	vague_source	The statement that Whitney had '846 confirmed roots by our count' is presented without showing the counting methodology or providing a table. The phrase 'by our own count' implies original research, but the style mandates that all claims be based on published, verifiable data. Additionally, the assertion that Whitney used the 'statistical method' and considered low productivity as proof of fictitiousness is a simplification that may misrepresent his actual position; no direct quotation from Whitney is provided.	Either provide a published source for the 846 count (e.g., Whitney's appendix pagination) or remove the claim. Include a direct quote from Whitney (1885) explaining his statistical criterion. Cite specific pages from Whitney's work.
41	gasuns2026-06-obzor-03	p007	02_gasuns-dhatu-PhD-text2.mdx	601	12	elizarenkova-veda	minor	missing_iast_on_first_mention	Слово 'trayamuni' и 'chandasi' используются без IAST при первом упоминании. В тексте они даны в курсиве, но без транслитерации. По стилю при первом упоминании санскритских терминов в русском тексте следует давать IAST.	Добавить IAST: 'trayamuni (त्रयमुनि)', 'chandasi (छन्दसि)'.
41	gasuns2026-06-obzor-03	p007	02_gasuns-dhatu-PhD-text2.mdx	601	12	panini-traditional	minor	missing_commentary_layer	The text refers to 'наследственные опечатки, закравшиеся еще в Radice пионера Н. Вестергарда' without specifying which commentary tradition preserves this reading. The discussion involves a critique by Kielhorn but does not attribute the commentary layer identifying the source of the error.	Specify that the errors are noted in the commentaries on the dhātupāṭha, e.g., 'как отмечается в комментариях к дхатупатхе'.
41	gasuns2026-06-obzor-03	p007	02_gasuns-dhatu-PhD-text2.mdx	601	12	tronsky-readings	major	missing_source	Цитата «[Вяселева 2002, 8]» не расшифрована: не указано, что это за работа. Кроме того, слово «Наследственные» написано в кавычках без указания авторства термина.	Дать полную библиографическую ссылку: «Вяселева Е. С. Индийская грамматическая традиция... // ... 2002. С. 8». Также пояснить, откуда взята кавычка (вероятно, из Кильхорна).
41	gasuns2026-06-obzor-03	p007	02_gasuns-dhatu-PhD-text2.mdx	601	12	zaliznyak-method	major	logical_consistency	Фраза «признавая его кропотливый труд, Ф. Кильхорн, не умалял достоинств книги У. Уитни» противоречит предшествующему упрёку Кильхорна в адрес Уитни. Логическая непоследовательность.	Уточнить позицию Кильхорна: возможно, он признавал достоинства книги, но критиковал отдельные аспекты. Исправить текст, чтобы устранить противоречие.
42	gasuns2026-10-glava1-03	p002	02_gasuns-dhatu-PhD-text2.mdx	979	12	lidova-commentary	minor	missing_tradition_context	Упоминаются наблюдения из Нирукты, но не указано, в рамках какой комментаторской традиции (школы) эти наблюдения сделаны, и как они связаны с последующей традицией.	Добавить указание на школу (например, нируктакара) и кратко охарактеризовать место Нирукты в цепи комментаторской традиции (до Панини, связь с брахманической экзегезой).
42	gasuns2026-10-glava1-03	p002	02_gasuns-dhatu-PhD-text2.mdx	979	12	panini-traditional	minor	missing_iast_on_first_mention	Термин 'Нирукта' введён без IAST. Первое упоминание должно сопровождаться транслитерацией.	При первом упоминании использовать 'Нирукта (Nirukta)'.
42	gasuns2026-10-glava1-03	p002	02_gasuns-dhatu-PhD-text2.mdx	979	12	panini-traditional	minor	missing_iast_on_first_mention	Термины 'naigama' и 'bhāṣika' даны в IAST, но без перевода или пояснения на русском. Стиль требует вводить туземный термин с переводом.	Добавить: 'ведийские корни (naigama, नैगम)' и 'корни разговорного языка (bhāṣika, भाषिक)'.
42	gasuns2026-10-glava1-03	p002	02_gasuns-dhatu-PhD-text2.mdx	979	12	toporov-etym	minor	missing_iast_on_first_mention	Термин 'Нирукта' (Nirukta) впервые вводится без IAST. Стиль требует IAST при первом упоминании санскритских терминов.	Укажите IAST при первом упоминании: 'Нирукта (Nirukta)'.
42	gasuns2026-10-glava1-03	p002	02_gasuns-dhatu-PhD-text2.mdx	979	12	tronsky-readings	major	missing_source	Утверждения о Нирукте (различение naigama/bhāṣika, диалектальная привязанность, продуктивность корней) не сопровождаются конкретной ссылкой на текст (книга, раздел, стих).	Добавить указание на источник: например, Nirukta I.1–2 или конкретный комментарий (ср. Sarup 1920–1927).
43	gasuns2026-12-glava2-01	p013	02_gasuns-dhatu-PhD-text2.mdx	1233	12	elizarenkova-veda	major	missing_context_of_hymn	В примерах (bhavati, pacati et al.) нет отсылок к ведийским текстам; формы даны как абстрактные санскритские, без учёта ведийского ударения или конкретного контекста гимна.	Снабдить каждый пример указанием на гимн и стих, где форма засвидетельствована (например, РВ II.1.1 bhavati), и отметить ударение, если оно значимо.
43	gasuns2026-12-glava2-01	p013	02_gasuns-dhatu-PhD-text2.mdx	1233	12	panini-traditional	major	missing_iast_on_first_mention	Сутра 'bhūvādayo dhātavaḥ' приведена в IAST, но в сегменте p013 это первое упоминание термина 'dhātu' (в IAST) — однако сам термин уже встречался ранее в p009 и p010 без IAST. В p013 IAST используется, но русские слова 'корень' и 'глагольный корень' уже вводились ранее без IAST для 'dhātu'. Стиль требует давать IAST при первом введении термина в тексте, а не в конкретном сегменте. Поскольку в p009 термин 'dhātu' уже был введён без IAST, это нарушение должно быть отмечено там. Однако для p013 стоит проверить, что все санскритские термины даны в IAST корректно.	В p009 добавить IAST сразу после 'корня'. В p013 проверено: IAST есть. Дополнительных исправлений не требуется, но учитываем как часть того же нарушения.
43	gasuns2026-12-glava2-01	p013	02_gasuns-dhatu-PhD-text2.mdx	1233	12	panini-traditional	minor	missing_iast_on_first_mention	В сегменте p013 впервые встречаются примеры корней *bhū* и *pac* в IAST, но в сегменте p009 уже был введён термин 'корень' без IAST. Это уже учтено в finding-001. Однако здесь следует проверить, что примеры даны с правильной транслитерацией.	Проверено: *bhū*, *pac* записаны корректно. Исправлений не требуется.
43	gasuns2026-12-glava2-01	p013	02_gasuns-dhatu-PhD-text2.mdx	1233	12	toporov-etym	major	missing_iast_on_first_mention	Санскритские слова *bhūvādayo dhātavaḥ*, *bhū*, *bhavati*, *bhavita*, *abhut*, *pacati*, *pakta*, *apacat*, *bhū-*, *pac*- не приведены в IAST при первом упоминании. Стиль требует обязательной IAST-транслитерации для санскритских форм при первом появлении.	Привести все санскритские формы в IAST: bhūvādayo dhātavaḥ, bhū, bhavati, bhavitā, abhūt, pacati, paktā, apacat, bhū-, pac-.
43	gasuns2026-12-glava2-01	p013	02_gasuns-dhatu-PhD-text2.mdx	1233	12	toporov-etym	minor	arbitrary_sound_change	В примерах: *abhut* и *apacat*. Форма *abhut* не является стандартной IAST для aorista от *bhū* (должно быть *abhūt*). *apacat* также нестандартно (ожидается *apacat* или *apācīt*). Неточная передача может ввести в заблуждение.	Исправить: *abhūt*, *apacat* (или уточнить форму).
44	gasuns2026-14-glava2-03	p012	02_gasuns-dhatu-PhD-text2.mdx	1491	12	elizarenkova-veda	minor	missing_iast_on_first_mention	Корни *da*, *dad*, *dha*, *dadh* и др. даны латиницей без IAST. Согласно стилю, корни при первом упоминании должны быть в IAST.	Переписать в IAST: *da*, *dad*, *dhā*, *dadh* и т.д.
44	gasuns2026-14-glava2-03	p012	02_gasuns-dhatu-PhD-text2.mdx	1491	12	lidova-commentary	major	missing_authority_chain	Перечисление вариантов корней (da, dad, dha, dadh и др.) подаётся как факт, без указания на то, какие комментаторы (например, Патанджали, Бхартрихари) обсуждали эти дублеты и как они решали вопрос о тождестве корней. Для стиля Лидовой важна цепочка авторитетов: кто и с какой целью выделил эти варианты.	Добавить отсылку к традиционным дискуссиям: уже в Махабхашье обсуждается, являются ли da и dad отдельными корнями или вариантами одного. Сослаться на мнение комментатора (например, Кайяты) по этому вопросу.
44	gasuns2026-14-glava2-03	p012	02_gasuns-dhatu-PhD-text2.mdx	1491	12	panini-traditional	major	missing_iast_on_first_mention	Корни *da*, *dad*, *dha*, *dadh*, *badh*, *bandh*, *subh*, *sumbh*, *saj*, *sanj*, *sajj* приведены без IAST.	При первом появлении дать в IAST: *da* (IAST *da*), *dad* (*dad*), *dha* (*dhā*?), *dadh* (*dadh*), *badh* (*badh*), *bandh* (*bandh*), *subh* (*śubh*?), *sumbh* (*sumbh*), *saj* (*saj*), *sanj* (*sañj*), *sajj* (*sajj*).
44	gasuns2026-14-glava2-03	p012	02_gasuns-dhatu-PhD-text2.mdx	1491	12	zaliznyak-method	minor	clarity_of_explanation	Набор примеров дублетных корней (da, dad, dha, dadh и др.) дан без объяснения, какое именно 'расхождение в значении' отсутствует. Для неспециалиста неясно, почему это дублеты, а не разные корни. Не хватает комментария о фонетической или семантической близости.	Добавить краткое пояснение: 'Во всех этих парах корни различаются только одним консонантным элементом, а значения идентичны, что позволяет считать их вариантами одного корня'.
45	gasuns2026-15-glava2-04	p008	02_gasuns-dhatu-PhD-text2.mdx	1577	12	elizarenkova-veda	major	anachronistic_sanskrit_period	Утверждение, что в алфавите нагари 'часто путают c, v и b' не учитывает, что эта путаница характерна для средневековых рукописей, но не для ведийского периода. Ведийский текст фиксирован устной традицией и не подвержен таким ошибкам письма. Работа с дхатупатхой относится к грамматической традиции, а не к ведийским гимнам.	Разграничить обсуждение ошибок в дхатупатхе и ведийских текстов; добавить оговорку, что эти явления относятся к письменной традиции, а не к ведийской рецитации.
45	gasuns2026-15-glava2-04	p008	02_gasuns-dhatu-PhD-text2.mdx	1577	12	panini-traditional	major	mistranslated_native_term	Термин 'varṇasamāmnāya' переведён как 'алфавит' без оговорок. Хотя это допустимо в контексте, стиль требует различать туземный термин и его приблизительный перевод. Следует дать пояснение, что 'varṇasamāmnāya' означает именно 'перечисление звуков' в традиции Prātiśākhya.	Уточнить: 'алфавит (varṇasamāmnāya — 'перечисление звуков', согласно трактатам школы Prātiśākhya)'.
45	gasuns2026-15-glava2-04	p008	02_gasuns-dhatu-PhD-text2.mdx	1577	12	toporov-etym	minor	missing_iast_on_first_mention	Слово 'нагари' (p008) впервые появляется без IAST-транслитерации. Согласно стилю, все санскритские термины при первом упоминании должны сопровождаться IAST.	Добавить IAST-транслитерацию: 'нагари (nāgarī, или devanāgarī)' — как уже сделано в скобках далее в том же предложении, но первое вхождение 'нагари' остаётся без IAST. Рекомендуется переставить: 'нагари (nāgarī, или devanāgarī)'.
45	gasuns2026-15-glava2-04	p008	02_gasuns-dhatu-PhD-text2.mdx	1577	12	tronsky-readings	minor	unsupported_reading	Утверждение «Так, существует, по крайней мере в штате Ассам, некоторая путаница с шипящими звуками» не подкреплено ссылкой на источник. В стиле Tronsky-Readings каждое эмпирическое утверждение должно иметь опору в литературе.	Добавить ссылку на работу, подтверждающую региональную путаницу (например, Turner R.L. A Comparative Dictionary of the Indo-Aryan Languages. London, 1966, s.v. ś-).
46	gasuns2026-21-glava3-04	p003	02_gasuns-dhatu-PhD-text2.mdx	2643	12	elizarenkova-veda	minor	missing_iast_on_first_mention	Корень √ *ej*, *īj* «шевелиться» не снабжён транслитерацией IAST при первом упоминании. Стиль требует русской передачи и IAST в скобках.	Добавить IAST: «корней, подобных √ ej, īj (IAST *ej, īj*) «шевелиться»
46	gasuns2026-21-glava3-04	p003	02_gasuns-dhatu-PhD-text2.mdx	2643	12	panini-traditional	major	missing_commentary_layer	Приводится пример из Ригведы без толкования. Стиль требует показать, как пример иллюстрирует правило (сутру). Не указано, к какому правилу относится форма *yukṣvā*.	Добавить комментарий: форма *yukṣvā* образована от √ *yu* «впрягать» по правилу ..., с указанием номера сутры или разъяснения от комментатора (например, Катьяяны или Патанджали).
46	gasuns2026-21-glava3-04	p003	02_gasuns-dhatu-PhD-text2.mdx	2643	12	toporov-etym	minor	unsupported_sanskrit_etymology	Цитата из Ригведы не содержит формы *yukṣvā* в IAST; в тексте дана латиница без диакритики.	Запишите цитату в IAST: yukṣvā hi tvaṃ rathāsahā yuvasva poṣyā vaso.
46	gasuns2026-21-glava3-04	p003	02_gasuns-dhatu-PhD-text2.mdx	2643	12	tronsky-readings	major	missing_source	Цитата из Ригведы (VII, 26, 20) приведена без указания издания или транслитерации. Стиль требует точной паспортизации источника.	Укажите издание: Ṛgveda-Saṃhitā, ed. by Th. Aufrecht, 2nd ed., Bonn, 1877 (или др.), и приведите транслитерацию по стандарту IAST.
47	gasuns2026-22-glava3-05	p002	02_gasuns-dhatu-PhD-text2.mdx	3040	12	elizarenkova-veda	major	missing_iast_on_first_mention	Термин 'алломорф' не требует IAST, но корни *4dā*, *2dā*, *5dā* упомянуты без IAST при первом появлении в тексте (сегмент p002). Хотя сами по себе корни даны в латинице, для последовательности стиля следует при первом упоминании каждого корня указывать его в IAST (что уже выполнено, так как они даны в латинице с курсивом). Однако также отсутствует пояснение, что это корни, а не слова: следовало бы написать 'корень *4dā*' или '*√4dā*'.	Добавить помету 'корень' или '√' при первом упоминании, например: 'корень *4dā*' или '*√4dā* teilen'. Уже сейчас корни выделены курсивом, но для ясности стоит добавить '√' или слово 'корень'.
47	gasuns2026-22-glava3-05	p002	02_gasuns-dhatu-PhD-text2.mdx	3040	12	elizarenkova-veda	info	unsupported_semantization	Значение *5dā* 'jemandem anfeiend nachstellen' вводится в оборот 'условно впервые', но при этом не разбирается формально-грамматическая основа этого значения, не указано, на каких формах (например, презентных) оно основано. Стиль требует от значения сначала опоры на форму и контекст гимна, а не просто принятия из EWA.	Добавить хотя бы краткий разбор: 'Форма 3 л. ед. ч. презенса ____, ударение ____, что позволяет предположить значение ____'. Если таких форм нет, следует указать, что значение реконструируется только по грамматистам.
47	gasuns2026-22-glava3-05	p002	02_gasuns-dhatu-PhD-text2.mdx	3040	12	lidova-commentary	major	missing_tradition_context	Абзац перегружен технической детализацией без введения комментаторской рамки. Не указано, в рамках какой традиции (авторитет, школа) рассматривается корень *4dā*. Отсутствует связь с общей проблематикой комментария.	Перед техническим разбором вставить фразу о значимости корня в традиции толкования, например: 'В контексте индийской грамматической традиции, где авторитет дхатупатх неоспорим, различение омонимичных корней становится частью школьной практики.'
47	gasuns2026-22-glava3-05	p002	02_gasuns-dhatu-PhD-text2.mdx	3040	12	tronsky-readings	major	missing_source	Утверждение '4dā clear, который превосходно мог бы соответствовать [EWA, I, 717] *4dā*' не подкреплено конкретной ссылкой на EWA (том, страница, корень). Читатель не может верифицировать, что именно имеется в виду.	Заменить общую ссылку на точную: например, '[EWA I: 717, s.v. *4dā*]'. Указать, какой именно номер корня по Werba 2013 или другому источнику имеется в виду.
47	gasuns2026-22-glava3-05	p002	02_gasuns-dhatu-PhD-text2.mdx	3040	12	tronsky-readings	minor	missing_apparatus	Фраза 'в первых двух томах EWA еще и крайне редкая' без указания конкретных томов и страниц не позволяет читателю оценить редкость пометки (Dhā.). Требуется аппарат.	Добавить: 'пометка (Dhā.) в EWA I–II встречается лишь на сс. XXX (примеры)' или указать, какие именно корни снабжены этой пометкой.
48	gasuns2026-27-art-omonim-01	p020	О записи омонимии корней в словарях древнеиндийского языка.mdx	42	12	panini-traditional	major	unattributed_commentary	Приводятся статистические данные о количестве омонимов у Пальсуле и других авторов, но не атрибутированы источники этих подсчётов. Нет указания, откуда именно взяты числа (из предисловия, из самого корпуса, из личных подсчётов автора).	Указать, что статистика основана на подсчёте автора по изданию Palsule 1955 (или по электронной версии), и привести методологию подсчёта.
48	gasuns2026-27-art-omonim-01	p020	О записи омонимии корней в словарях древнеиндийского языка.mdx	42	12	toporov-etym	minor	unsupported_semantization	В p020 приведены числовые данные об омонимах, но отсутствует критическая оценка, насколько эти цифры отражают реальную омонимию, а не разнобой в нумерации. Стиль требует разграничения надёжного и гипотетического.	Добавьте оговорку: 'однако следует учитывать, что часть этих омонимов может быть обусловлена не реальным различием корней, а различиями в лексикографической традиции'.
48	gasuns2026-27-art-omonim-01	p020	О записи омонимии корней в словарях древнеиндийского языка.mdx	42	12	tronsky-readings	minor	missing_apparatus	Сноски [^ed1] и [^ed2] содержат редакторские примечания, которые не являются частью авторского текста. В стиле Тронских чтений аппарат должен быть единообразным; желательно перенести эти уточнения в основной текст или в специальный раздел «Примечания редактора».	Перенести сноски в подстрочные примечания или оформить их как редакционное примечание в скобках после основного текста, например: «(по данным статьи 2014 г. — 934; после сверки — 933)».
48	gasuns2026-27-art-omonim-01	p020	О записи омонимии корней в словарях древнеиндийского языка.mdx	42	12	zaliznyak-method	major	logical_consistency	Приводятся цифры: Пальсуле 933 омонима (25,3% из 3690), но в сноске [^ed1] указано, что в версии 2014 г. было '934 шт. (25,2% из 3692)'. Расхождение в базовых подсчётах не объяснено; утверждение о '25,3%' получено делением 933/3690, но из-за округления или ошибки процент мог быть иным. Это подрывает доверие к статистике.	Устраните расхождение: либо приведите единые цифры, либо подробно объясните причину изменения (например, исключение отсылочных корней). Сноска должна содержать точный расчёт, а не только констатацию нестыковки.
49	gasuns2026-04-obzor-01	p004	02_gasuns-dhatu-PhD-text2.mdx	369	11	elizarenkova-veda	major	missing_iast_on_first_mention	Термин «*dhātu*» (корень) введён без русской передачи и полной IAST-транслитерации при первом упоминании в тексте. Стиль Елизаренковой требует: «термины при первом упоминании — в русской передаче и IAST: „дхату (*dhātu*)"».	Заменить «понятия «*dhātu*», или «корень»» на «понятия „дхату (*dhātu*)", или „корень"».
49	gasuns2026-04-obzor-01	p004	02_gasuns-dhatu-PhD-text2.mdx	369	11	lidova-commentary	major	weak_genre_framing	Сегмент вводит тему корней, но не ставит ее в контекст жанра комментария. В стиле Лидовой важно сразу показать, что понятие dhātu имеет не только грамматический, но и комментаторский аспект: оно формируется внутри школьной традиции и закрепляется через толкования.	Начните с фразы: «Понятие dhātu в индийской грамматической традиции — не просто технический термин, а результат многовековой работы комментаторов, стремившихся выявить минимальную смысловую единицу языка». Затем уже переходите к двум подходам.
49	gasuns2026-04-obzor-01	p004	02_gasuns-dhatu-PhD-text2.mdx	369	11	panini-traditional	major	mistranslated_native_term	Термин 'dhātu' вводится как 'корень (без знака равенства между обоими терминами)', что технически верно, но не следует правилу стиля: туземный термин должен вводиться в русской передаче и IAST с объяснением, а не просто в скобках. Кроме того, отсутствует ссылка на сутру Панини, в которой определяется dhātu.	Ввести термин как 'дхату (dhātu)' и дать развернутое объяснение, например: 'Согласно Панини, дхату (dhātu) — это основная единица, от которой образуются глагольные формы (см. Aṣṭādhyāyī 1.3.1: bhūvādayo dhātavaḥ).'
49	gasuns2026-04-obzor-01	p004	02_gasuns-dhatu-PhD-text2.mdx	369	11	panini-traditional	information	missing_commentary_layer	В тексте говорится о двух подходах к толкованию понятия dhātu, но не приводится пример из комментаторской традиции (например, из Махабхашьи Патанджали или Кашики).	Добавить пример из традиции: 'В «Махабхашье» Патанджали (I.1.1) поясняется, что дхату — это то, что выражает действие...'
50	gasuns2026-06-obzor-03	p026	02_gasuns-dhatu-PhD-text2.mdx	639	11	panini-traditional	minor	missing_iast_on_first_mention	The Sanskrit roots 'sev', 'pev', 'śev', 'plev' are given in IAST but not introduced with Cyrillic equivalents on first mention.	Provide: 'sev (сев), pev (пев), śev (шев), plev (плев)'.
50	gasuns2026-06-obzor-03	p026	02_gasuns-dhatu-PhD-text2.mdx	639	11	toporov-etym	major	accidental_similarity	Сопоставление корней *sev* и *pev* (на деле *śev* и *plev*) основано на звуковом сходстве и одинаковом значении, но не подкреплено регулярными фонетическими соответствиями. Стиль Топорова требует доказательства через регулярные соответствия, а не внешнее сходство.	Указать регулярные соответствия для *śev/sev* и *plev/pev* (например, реконструированные праформы *seu̯-* и *pleu̯-* с пояснением палатализации) или, если соответствий нет, отказаться от сближения как случайного.
50	gasuns2026-06-obzor-03	p026	02_gasuns-dhatu-PhD-text2.mdx	639	11	tronsky-readings	minor	weak_parallel	Утверждение о «родословной корней *sev* и *pev*» не сопровождается ссылкой на источник (какого автора это наблюдение?). Отмечаются варианты *śev* и *plev*, но без примеров из текстов.	Добавить указание на работу Бюлера или Либиха, где разбираются эти корни, и привести конкретные примеры: например, *śev* в RV X.71.2.
50	gasuns2026-06-obzor-03	p026	02_gasuns-dhatu-PhD-text2.mdx	639	11	zaliznyak-method	minor	evidentiary_base	Утверждение о работе Либиха в 1920–30-е гг. не подкреплено ссылкой на конкретный труд. Это делает assertion голословным.	Указать точное название и год работы Либиха, которой продолжено исследование Бюлера.
51	gasuns2026-09-glava1-02	p010	02_gasuns-dhatu-PhD-text2.mdx	921	11	panini-traditional	minor	missing_source	Цитата Мюллера (1899) не входит в рекомендованный список источников; также используется устаревший термин 'арийские языки' без оговорок.	Если цитата необходима, сопроводить ее комментарием о несоответствии современной терминологии и связать с панинеевским понятием 'арья' (ārya).
51	gasuns2026-09-glava1-02	p010	02_gasuns-dhatu-PhD-text2.mdx	921	11	tronsky-readings	minor	missing_source	Ссылка [Müller 1899, 292] не содержит инициалов автора.	Исправить на [Müller F. M. 1899, 292] (если имеется в виду Фридрих Макс Мюллер).
51	gasuns2026-09-glava1-02	p010	02_gasuns-dhatu-PhD-text2.mdx	921	11	zaliznyak-method	critical	inappropriate_source	Цитата из Мюллера (1899) содержит устаревшее и ныне дискредитированное противопоставление «арийских» и «туранских» языков. В стиле Зализняка использование таких источников допустимо только с критическим комментарием, которого нет. Автор сам отмечает, что «в определение понятия «арийцы»… мы предпочитаем не вникать», что является уклонением от научной ответственности.	Либо убрать цитату, либо предварить её подробным критическим разбором: «Макс Мюллер [1899, 292] в духе своего времени противопоставлял арийские и туранские языки, однако современная лингвистика отвергает это деление; ценность его высказывания — лишь в образной характеристике флективности.»
51	gasuns2026-09-glava1-02	p010	02_gasuns-dhatu-PhD-text2.mdx	921	11	zaliznyak-method	major	logical_inconsistency	Фраза «То есть речь, очевидно, идет о флективности» — заключение «очевидно» необоснованно, так как в цитате Мюллера говорится о «куске» (агаломерация?), а не о флексии. Необходимо доказать, что «мозаика» — это именно флективность.	Добавить обоснование: «Метафора „куска“ (в отличие от „склеенных швов“) отражает слитность флективных форм, где границы между корнем и аффиксами стёрты.» Или найти другую, более прямую цитату.
52	gasuns2026-10-glava1-03	p065	02_gasuns-dhatu-PhD-text2.mdx	1105	11	panini-traditional	major	missing_sutra_reference	Упоминаются правила 2.4.72 и 2.4.75, но не приводится текст сутр. Стиль требует цитирования или хотя бы краткого изложения содержания сутры.	Добавить: 'P.2.4.72: adādayaḥ (корни класса ad)...' или пояснить, что именно элиминируется.
52	gasuns2026-10-glava1-03	p065	02_gasuns-dhatu-PhD-text2.mdx	1105	11	panini-traditional	major	missing_commentary_layer	Список групп корней (adādi, juhotyādi и т.д.) дан без указания на вритти или комментарий. Стиль требует атрибуции толкования.	Указать, чьё это деление: 'согласно Панини (или согласно комментаторам, например, Катьяяне)'.
52	gasuns2026-10-glava1-03	p065	02_gasuns-dhatu-PhD-text2.mdx	1105	11	toporov-etym	minor	missing_iast_on_first_mention	Группы глаголов (adādi, juhotyādi и др.) даны без IAST.	Приведите в IAST: adādi, juhotyādi, divādi, svādi, tudādi, rudhādi, tanādi, kryādi, curādi, kanvādi.
52	gasuns2026-10-glava1-03	p065	02_gasuns-dhatu-PhD-text2.mdx	1105	11	tronsky-readings	major	missing_source	Упомянуты правила Панини (2.4.72, 2.4.75), но без указания издания Аштадхьяи или его принятого обозначения (например, Pāṇini 2.4.72).	Привести ссылки на сутры в стандартном формате: P. 2.4.72; P. 2.4.75.
53	gasuns2026-18-glava3-01	p004	02_gasuns-dhatu-PhD-text2.mdx	2012	11	lidova-commentary	minor	weak_genre_framing	Цитаты Абаева, Бётлингка, Бекеса и др. приведены без указания на то, как они вписываются в традицию комментария. Ссылки на европейских лингвистов даны вне контекста полемики или школы. Для стиля Лидовой важно показывать, что каждая точка зрения принадлежит определённой научной школе и что системность языка — не только постулат, но и результат многовековой комментаторской рефлексии.	Перед цитатами добавить краткую характеристику: кто эти учёные (например, 'Бётлингк — автор фундаментального санскритско-немецкого словаря, опиравшийся на панинийскую традицию') и как их взгляд соотносится с индийской комментаторской практикой.
